!  MA19 2000 MEV P(200) CHI/DP=51634/25553                SM05   10/ 7/19
!                    PI0P Waves for L= 1   10/ 7/19
!  WCM     P33  pE   P33  pM   P13  pE   P13  pM   P13  nE   P13  nM
 2015.0   -0.5314    1.9116    0.3452   -0.1746   -0.4917    0.3536           0.1360    0.7528    0.4788   -0.1205    0.0052   -0.3535
 2020.0   -0.5221    1.9178    0.3410   -0.1840   -0.4802    0.3356           0.1347    0.7506    0.4706   -0.1207    0.0058   -0.3521
 2025.0   -0.5129    1.9239    0.3367   -0.1941   -0.4681    0.3178           0.1335    0.7482    0.4619   -0.1207    0.0062   -0.3505
 2030.0   -0.5039    1.9299    0.3320   -0.2045   -0.4553    0.3001           0.1323    0.7458    0.4533   -0.1206    0.0066   -0.3490
 2035.0   -0.4952    1.9357    0.3277   -0.2156   -0.4420    0.2821           0.1310    0.7434    0.4446   -0.1205    0.0070   -0.3475
 2040.0   -0.4867    1.9415    0.3231   -0.2269   -0.4279    0.2643           0.1298    0.7408    0.4359   -0.1203    0.0073   -0.3461
 2045.0   -0.4784    1.9473    0.3183   -0.2389   -0.4131    0.2466           0.1285    0.7382    0.4271   -0.1201    0.0076   -0.3446
 2050.0   -0.4703    1.9530    0.3133   -0.2515   -0.3977    0.2289           0.1273    0.7355    0.4181   -0.1197    0.0078   -0.3431
 2055.0   -0.4624    1.9587    0.3080   -0.2642   -0.3815    0.2113           0.1261    0.7327    0.4091   -0.1194    0.0080   -0.3416
 2060.0   -0.4548    1.9645    0.3027   -0.2777   -0.3646    0.1937           0.1248    0.7297    0.4000   -0.1189    0.0081   -0.3401
 2065.0   -0.4473    1.9703    0.2972   -0.2917   -0.3470    0.1760           0.1236    0.7267    0.3908   -0.1183    0.0082   -0.3387
 2070.0   -0.4401    1.9763    0.2915   -0.3061   -0.3285    0.1584           0.1223    0.7236    0.3815   -0.1177    0.0082   -0.3372
 2075.0   -0.4331    1.9823    0.2853   -0.3211   -0.3093    0.1410           0.1210    0.7204    0.3722   -0.1170    0.0081   -0.3357
 2080.0   -0.4263    1.9886    0.2789   -0.3363   -0.2892    0.1237           0.1197    0.7170    0.3627   -0.1162    0.0079   -0.3342
 2085.0   -0.4198    1.9951    0.2722   -0.3522   -0.2683    0.1064           0.1184    0.7136    0.3531   -0.1154    0.0077   -0.3328
 2090.0   -0.4134    2.0018    0.2653   -0.3686   -0.2465    0.0891           0.1170    0.7100    0.3434   -0.1145    0.0074   -0.3312
 2095.0   -0.4073    2.0088    0.2581   -0.3855   -0.2239    0.0718           0.1157    0.7063    0.3336   -0.1135    0.0070   -0.3298
 2100.0   -0.4014    2.0161    0.2506   -0.4028   -0.2003    0.0546           0.1143    0.7025    0.3237   -0.1124    0.0065   -0.3282
 2105.0   -0.3957    2.0237    0.2428   -0.4207   -0.1758    0.0374           0.1129    0.6986    0.3137   -0.1112    0.0060   -0.3267
 2110.0   -0.3902    2.0317    0.2345   -0.4392   -0.1504    0.0205           0.1115    0.6946    0.3037   -0.1099    0.0053   -0.3252
 2115.0   -0.3850    2.0401    0.2260   -0.4581   -0.1240    0.0033           0.1101    0.6904    0.2934   -0.1086    0.0045   -0.3236
 2120.0   -0.3799    2.0489    0.2170   -0.4775   -0.0966   -0.0135           0.1087    0.6861    0.2831   -0.1071    0.0037   -0.3220
 2125.0   -0.3751    2.0583    0.2076   -0.4975   -0.0682   -0.0304           0.1072    0.6817    0.2727   -0.1056    0.0027   -0.3205
 2130.0   -0.3704    2.0681    0.1978   -0.5178   -0.0388   -0.0472           0.1057    0.6771    0.2622   -0.1040    0.0016   -0.3189
 2135.0   -0.3660    2.0785    0.1877   -0.5387   -0.0083   -0.0640           0.1042    0.6725    0.2515   -0.1023    0.0004   -0.3172
 2140.0   -0.3617    2.0894    0.1771   -0.5603    0.0232   -0.0807           0.1026    0.6677    0.2408   -0.1004   -0.0010   -0.3156
 2145.0   -0.3577    2.1010    0.1661   -0.5821    0.0558   -0.0974           0.1011    0.6628    0.2300   -0.0985   -0.0025   -0.3140
 2150.0   -0.3539    2.1131    0.1545   -0.6046    0.0895   -0.1138           0.0995    0.6577    0.2190   -0.0965   -0.0042   -0.3123
 2155.0   -0.3502    2.1260    0.1426   -0.6275    0.1244   -0.1305           0.0979    0.6525    0.2080   -0.0943   -0.0060   -0.3106
 2160.0   -0.3468    2.1396    0.1301   -0.6510    0.1604   -0.1468           0.0962    0.6472    0.1968   -0.0921   -0.0079   -0.3088
 2165.0   -0.3436    2.1538    0.1170   -0.6748    0.1976   -0.1629           0.0946    0.6418    0.1855   -0.0897   -0.0100   -0.3071
 2170.0   -0.3405    2.1689    0.1035   -0.6993    0.2360   -0.1792           0.0929    0.6362    0.1741   -0.0872   -0.0123   -0.3052
 2175.0   -0.3376    2.1847    0.0894   -0.7244    0.2757   -0.1955           0.0912    0.6306    0.1627   -0.0846   -0.0148   -0.3034
 2180.0   -0.3350    2.2014    0.0749   -0.7500    0.3165   -0.2117           0.0895    0.6248    0.1511   -0.0819   -0.0175   -0.3016
 2185.0   -0.3325    2.2189    0.0598   -0.7761    0.3587   -0.2279           0.0877    0.6188    0.1394   -0.0790   -0.0204   -0.2997
 2190.0   -0.3301    2.2373    0.0441   -0.8026    0.4021   -0.2441           0.0860    0.6128    0.1276   -0.0760   -0.0235   -0.2978
 2195.0   -0.3280    2.2566    0.0277   -0.8295    0.4468   -0.2597           0.0842    0.6066    0.1158   -0.0728   -0.0269   -0.2958
 2200.0   -0.3261    2.2769    0.0107   -0.8573    0.4929   -0.2755           0.0824    0.6003    0.1038   -0.0696   -0.0304   -0.2938
 2205.0   -0.3243    2.2981   -0.0067   -0.8853    0.5403   -0.2916           0.0806    0.5938    0.0918   -0.0661   -0.0342   -0.2917
 2210.0   -0.3227    2.3203   -0.0249   -0.9139    0.5890   -0.3073           0.0788    0.5873    0.0797   -0.0626   -0.0383   -0.2897
 2215.0   -0.3212    2.3435   -0.0438   -0.9430    0.6393   -0.3228           0.0770    0.5806    0.0675   -0.0588   -0.0426   -0.2875
 2220.0   -0.3199    2.3678   -0.0632   -0.9726    0.6908   -0.3385           0.0751    0.5738    0.0552   -0.0549   -0.0472   -0.2854
 2225.0   -0.3188    2.3931   -0.0835   -1.0028    0.7438   -0.3538           0.0732    0.5669    0.0428   -0.0509   -0.0522   -0.2831
 2230.0   -0.3179    2.4196   -0.1043   -1.0332    0.7983   -0.3692           0.0714    0.5598    0.0304   -0.0466   -0.0574   -0.2809
 2235.0   -0.3171    2.4471   -0.1258   -1.0645    0.8543   -0.3848           0.0695    0.5526    0.0179   -0.0422   -0.0629   -0.2786
 2240.0   -0.3165    2.4758   -0.1481   -1.0960    0.9118   -0.3998           0.0676    0.5453    0.0054   -0.0377   -0.0688   -0.2762
 2245.0   -0.3160    2.5057   -0.1712   -1.1284    0.9708   -0.4150           0.0657    0.5379   -0.0072   -0.0329   -0.0750   -0.2738
 2250.0   -0.3157    2.5367   -0.1950   -1.1613    1.0314   -0.4304           0.0638    0.5303   -0.0199   -0.0280   -0.0815   -0.2714
 2255.0   -0.3155    2.5690   -0.2194   -1.1941    1.0934   -0.4453           0.0619    0.5226   -0.0326   -0.0228   -0.0885   -0.2688
 2260.0   -0.3155    2.6025   -0.2448   -1.2281    1.1572   -0.4604           0.0600    0.5148   -0.0453   -0.0175   -0.0958   -0.2663
 2265.0   -0.3156    2.6373   -0.2708   -1.2623    1.2226   -0.4749           0.0581    0.5068   -0.0581   -0.0120   -0.1036   -0.2637
 2270.0   -0.3159    2.6733   -0.2978   -1.2971    1.2894   -0.4899           0.0562    0.4988   -0.0709   -0.0062   -0.1117   -0.2610
 2275.0   -0.3163    2.7107   -0.3255   -1.3320    1.3580   -0.5046           0.0543    0.4905   -0.0837   -0.0003   -0.1204   -0.2583
 2280.0   -0.3168    2.7493   -0.3541   -1.3682    1.4284   -0.5192           0.0524    0.4822   -0.0965    0.0059   -0.1294   -0.2555
 2285.0   -0.3175    2.7893   -0.3835   -1.4042    1.5004   -0.5338           0.0505    0.4737   -0.1094    0.0123   -0.1390   -0.2527
 2290.0   -0.3183    2.8306   -0.4138   -1.4412    1.5740   -0.5484           0.0486    0.4651   -0.1222    0.0190   -0.1490   -0.2498
 2295.0   -0.3192    2.8734   -0.4449   -1.4783    1.6495   -0.5626           0.0468    0.4564   -0.1350    0.0259   -0.1595   -0.2468
 2300.0   -0.3203    2.9175   -0.4768   -1.5159    1.7267   -0.5768           0.0449    0.4475   -0.1478    0.0330   -0.1706   -0.2438
 2305.0   -0.3215    2.9630   -0.5099   -1.5545    1.8057   -0.5912           0.0430    0.4385   -0.1606    0.0404   -0.1822   -0.2408
 2310.0   -0.3228    3.0099   -0.5437   -1.5932    1.8866   -0.6053           0.0412    0.4293   -0.1734    0.0480   -0.1944   -0.2376
 2315.0   -0.3242    3.0583   -0.5787   -1.6324    1.9690   -0.6196           0.0394    0.4200   -0.1861    0.0559   -0.2072   -0.2344
 2320.0   -0.3258    3.1081   -0.6142   -1.6722    2.0536   -0.6334           0.0376    0.4106   -0.1987    0.0640   -0.2206   -0.2311
 2325.0   -0.3274    3.1594   -0.6509   -1.7121    2.1397   -0.6473           0.0359    0.4010   -0.2113    0.0725   -0.2346   -0.2278
 2330.0   -0.3292    3.2122   -0.6887   -1.7535    2.2281   -0.6612           0.0341    0.3913   -0.2239    0.0812   -0.2493   -0.2244
 2335.0   -0.3311    3.2664   -0.7275   -1.7944    2.3181   -0.6751           0.0324    0.3814   -0.2363    0.0902   -0.2646   -0.2210
 2340.0   -0.3331    3.3222   -0.7673   -1.8363    2.4101   -0.6888           0.0307    0.3714   -0.2486    0.0995   -0.2806   -0.2174
 2345.0   -0.3352    3.3795   -0.8079   -1.8784    2.5040   -0.7023           0.0290    0.3612   -0.2609    0.1091   -0.2974   -0.2138
 2350.0   -0.3374    3.4384   -0.8495   -1.9209    2.5999   -0.7157           0.0274    0.3508   -0.2730    0.1190   -0.3149   -0.2102
 2355.0   -0.3398    3.4988   -0.8926   -1.9645    2.6978   -0.7294           0.0258    0.3403   -0.2850    0.1292   -0.3332   -0.2064
 2360.0   -0.3422    3.5607   -0.9360   -2.0082    2.7978   -0.7424           0.0243    0.3296   -0.2969    0.1398   -0.3523   -0.2027
 2365.0   -0.3447    3.6242   -0.9810   -2.0523    2.8998   -0.7557           0.0227    0.3188   -0.3086    0.1507   -0.3722   -0.1987
 2370.0   -0.3473    3.6893   -1.0270   -2.0970    3.0035   -0.7688           0.0213    0.3078   -0.3201    0.1619   -0.3929   -0.1948
 2375.0   -0.3500    3.7560   -1.0742   -2.1422    3.1097   -0.7820           0.0198    0.2966   -0.3315    0.1734   -0.4145   -0.1908
 2380.0   -0.3528    3.8243   -1.1221   -2.1874    3.2175   -0.7948           0.0184    0.2853   -0.3427    0.1854   -0.4370   -0.1867
 2385.0   -0.3557    3.8942   -1.1718   -2.2343    3.3280   -0.8078           0.0171    0.2737   -0.3537    0.1977   -0.4605   -0.1825
 2390.0   -0.3587    3.9657   -1.2220   -2.2805    3.4402   -0.8205           0.0158    0.2620   -0.3645    0.2102   -0.4849   -0.1783
 2395.0   -0.3618    4.0388   -1.2734   -2.3273    3.5545   -0.8331           0.0145    0.2501   -0.3750    0.2232   -0.5102   -0.1740
 2400.0   -0.3649    4.1135   -1.3267   -2.3751    3.6710   -0.8460           0.0133    0.2380   -0.3854    0.2366   -0.5367   -0.1696
 2405.0   -0.3682    4.1899   -1.3806   -2.4229    3.7898   -0.8585           0.0122    0.2258   -0.3954    0.2504   -0.5641   -0.1651
 2410.0   -0.3715    4.2679   -1.4350   -2.4707    3.9101   -0.8706           0.0111    0.2133   -0.4052    0.2645   -0.5926   -0.1606
 2415.0   -0.3749    4.3476   -1.4922   -2.5201    4.0333   -0.8833           0.0100    0.2006   -0.4146    0.2791   -0.6222   -0.1560
 2420.0   -0.3783    4.4289   -1.5491   -2.5688    4.1582   -0.8953           0.0091    0.1877   -0.4239    0.2941   -0.6529   -0.1513
 2425.0   -0.3819    4.5119   -1.6082   -2.6193    4.2860   -0.9076           0.0082    0.1747   -0.4327    0.3092   -0.6846   -0.1466
 2430.0   -0.3855    4.5965   -1.6678   -2.6690    4.4154   -0.9195           0.0073    0.1614   -0.4412    0.3251   -0.7177   -0.1417
 2435.0   -0.3892    4.6828   -1.7287   -2.7193    4.5471   -0.9313           0.0065    0.1478   -0.4495    0.3412   -0.7519   -0.1368
 2440.0   -0.3929    4.7708   -1.7917   -2.7706    4.6812   -0.9434           0.0058    0.1341   -0.4572    0.3585   -0.7881   -0.1317
 2445.0   -0.3967    4.8604   -1.8553   -2.8219    4.8176   -0.9551           0.0052    0.1202   -0.4646    0.3754   -0.8248   -0.1267
 2450.0   -0.4006    4.9517   -1.9202   -2.8742    4.9564   -0.9667           0.0046    0.1060   -0.4716    0.3928   -0.8628   -0.1216
 2455.0   -0.4046    5.0447   -1.9864   -2.9278    5.0975   -0.9783           0.0041    0.0916   -0.4782    0.4106   -0.9020   -0.1163
 2460.0   -0.4086    5.1394   -2.0539   -2.9825    5.2411   -0.9897           0.0037    0.0769   -0.4841    0.4288   -0.9425   -0.1110
 2465.0   -0.4126    5.2358   -2.1227   -3.0384    5.3872   -1.0010           0.0034    0.0621   -0.4896    0.4475   -0.9843   -0.1055
 2470.0   -0.4168    5.3338   -2.1927   -3.0956    5.5356   -1.0122           0.0031    0.0469   -0.4944    0.4666   -1.0275   -0.1000
 2475.0   -0.4209    5.4335   -2.2640   -3.1539    5.6866   -1.0233           0.0029    0.0315   -0.4986    0.4862   -1.0720   -0.0944
 2480.0   -0.4252    5.5349   -2.3366   -3.2136    5.8401   -1.0343           0.0028    0.0159   -0.5022    0.5063   -1.1180   -0.0886
 2485.0   -0.4295    5.6380   -2.4104   -3.2745    5.9961   -1.0451           0.0028    0.0000   -0.5052    0.5268   -1.1654   -0.0828
 2490.0   -0.4338    5.7427   -2.4855   -3.3368    6.1546   -1.0559           0.0029   -0.0161   -0.5074    0.5478   -1.2144   -0.0769
 2495.0   -0.4382    5.8491   -2.5618   -3.4003    6.3157   -1.0666           0.0031   -0.0326   -0.5089    0.5693   -1.2648   -0.0708
 2500.0   -0.4426    5.9572   -2.6393   -3.4653    6.4793   -1.0771           0.0033   -0.0492   -0.5097    0.5912   -1.3167   -0.0647
