!  MA19 2000 MEV P(200) CHI/DP=51634/25553                SM05   10/ 7/19
!                    PI0P Waves for L= 2   10/ 7/19
!  WCM     D35  pE   D35  pM   D15  pE   D15  pM   D15  nE   D15  nM
 2005.0   -0.2882    0.2019    0.3546   -0.3604   -0.2501    0.2747           0.1258    0.0124    0.0228    0.0136   -0.0270    0.0860
 2010.0   -0.2859    0.2046    0.3529   -0.3585   -0.2471    0.2578           0.1236    0.0126    0.0252    0.0115   -0.0273    0.0902
 2015.0   -0.2834    0.2072    0.3511   -0.3563   -0.2441    0.2405           0.1212    0.0129    0.0275    0.0094   -0.0275    0.0936
 2020.0   -0.2807    0.2098    0.3493   -0.3541   -0.2411    0.2236           0.1185    0.0131    0.0300    0.0073   -0.0277    0.0971
 2025.0   -0.2778    0.2124    0.3473   -0.3517   -0.2379    0.2063           0.1158    0.0134    0.0324    0.0052   -0.0277    0.0994
 2030.0   -0.2747    0.2150    0.3453   -0.3491   -0.2348    0.1880           0.1128    0.0136    0.0348    0.0031   -0.0276    0.1014
 2035.0   -0.2713    0.2176    0.3432   -0.3463   -0.2316    0.1706           0.1097    0.0139    0.0373    0.0010   -0.0275    0.1029
 2040.0   -0.2676    0.2201    0.3410   -0.3433   -0.2283    0.1521           0.1065    0.0142    0.0398   -0.0011   -0.0272    0.1034
 2045.0   -0.2637    0.2227    0.3387   -0.3401   -0.2250    0.1346           0.1033    0.0144    0.0422   -0.0032   -0.0269    0.1035
 2050.0   -0.2597    0.2253    0.3363   -0.3366   -0.2217    0.1158           0.1000    0.0147    0.0448   -0.0054   -0.0264    0.1031
 2055.0   -0.2554    0.2278    0.3338   -0.3330   -0.2183    0.0974           0.0967    0.0150    0.0473   -0.0075   -0.0259    0.1020
 2060.0   -0.2508    0.2303    0.3312   -0.3291   -0.2149    0.0794           0.0934    0.0153    0.0498   -0.0096   -0.0252    0.0997
 2065.0   -0.2461    0.2328    0.3286   -0.3251   -0.2115    0.0601           0.0902    0.0156    0.0524   -0.0117   -0.0244    0.0974
 2070.0   -0.2411    0.2353    0.3258   -0.3207   -0.2081    0.0418           0.0869    0.0160    0.0549   -0.0138   -0.0235    0.0940
 2075.0   -0.2360    0.2378    0.3229   -0.3162   -0.2046    0.0234           0.0837    0.0163    0.0574   -0.0159   -0.0225    0.0898
 2080.0   -0.2308    0.2402    0.3199   -0.3113   -0.2012    0.0045           0.0806    0.0166    0.0600   -0.0180   -0.0213    0.0848
 2085.0   -0.2253    0.2426    0.3168   -0.3062   -0.1977   -0.0148           0.0775    0.0170    0.0625   -0.0201   -0.0201    0.0794
 2090.0   -0.2198    0.2450    0.3137   -0.3009   -0.1942   -0.0336           0.0746    0.0174    0.0651   -0.0221   -0.0186    0.0729
 2095.0   -0.2141    0.2474    0.3104   -0.2953   -0.1907   -0.0514           0.0717    0.0178    0.0676   -0.0242   -0.0171    0.0658
 2100.0   -0.2083    0.2497    0.3070   -0.2894   -0.1873   -0.0705           0.0689    0.0181    0.0701   -0.0262   -0.0154    0.0578
 2105.0   -0.2024    0.2520    0.3035   -0.2832   -0.1838   -0.0893           0.0662    0.0185    0.0726   -0.0282   -0.0136    0.0492
 2110.0   -0.1964    0.2542    0.2999   -0.2768   -0.1804   -0.1069           0.0636    0.0189    0.0751   -0.0302   -0.0117    0.0395
 2115.0   -0.1904    0.2565    0.2962   -0.2700   -0.1770   -0.1249           0.0611    0.0194    0.0776   -0.0322   -0.0096    0.0291
 2120.0   -0.1843    0.2586    0.2924   -0.2630   -0.1736   -0.1434           0.0587    0.0198    0.0801   -0.0341   -0.0074    0.0177
 2125.0   -0.1782    0.2608    0.2885   -0.2556   -0.1703   -0.1606           0.0565    0.0202    0.0825   -0.0360   -0.0050    0.0057
 2130.0   -0.1720    0.2629    0.2845   -0.2479   -0.1670   -0.1779           0.0543    0.0206    0.0850   -0.0379   -0.0025   -0.0070
 2135.0   -0.1658    0.2650    0.2804   -0.2400   -0.1638   -0.1952           0.0522    0.0211    0.0874   -0.0397    0.0001   -0.0209
 2140.0   -0.1594    0.2670    0.2762   -0.2317   -0.1606   -0.2114           0.0503    0.0215    0.0898   -0.0415    0.0029   -0.0354
 2145.0   -0.1532    0.2690    0.2718   -0.2230   -0.1575   -0.2288           0.0484    0.0219    0.0921   -0.0433    0.0058   -0.0508
 2150.0   -0.1470    0.2710    0.2674   -0.2141   -0.1544   -0.2441           0.0466    0.0224    0.0944   -0.0450    0.0088   -0.0670
 2155.0   -0.1408    0.2729    0.2628   -0.2048   -0.1515   -0.2602           0.0450    0.0228    0.0967   -0.0467    0.0120   -0.0840
 2160.0   -0.1345    0.2748    0.2582   -0.1952   -0.1486   -0.2751           0.0434    0.0233    0.0989   -0.0484    0.0153   -0.1018
 2165.0   -0.1283    0.2766    0.2535   -0.1852   -0.1458   -0.2889           0.0419    0.0237    0.1011   -0.0500    0.0188   -0.1204
 2170.0   -0.1221    0.2784    0.2486   -0.1749   -0.1431   -0.3035           0.0405    0.0242    0.1032   -0.0516    0.0223   -0.1399
 2175.0   -0.1158    0.2802    0.2437   -0.1642   -0.1405   -0.3166           0.0392    0.0246    0.1053   -0.0531    0.0260   -0.1598
 2180.0   -0.1097    0.2819    0.2387   -0.1532   -0.1380   -0.3296           0.0379    0.0250    0.1074   -0.0546    0.0299   -0.1808
 2185.0   -0.1036    0.2836    0.2336   -0.1418   -0.1356   -0.3408           0.0368    0.0255    0.1094   -0.0561    0.0338   -0.2023
 2190.0   -0.0975    0.2852    0.2283   -0.1301   -0.1334   -0.3530           0.0357    0.0259    0.1113   -0.0575    0.0378   -0.2246
 2195.0   -0.0915    0.2868    0.2230   -0.1179   -0.1313   -0.3635           0.0347    0.0263    0.1132   -0.0589    0.0420   -0.2474
 2200.0   -0.0855    0.2883    0.2176   -0.1054   -0.1293   -0.3738           0.0337    0.0267    0.1151   -0.0602    0.0462   -0.2711
 2205.0   -0.0796    0.2898    0.2121   -0.0925   -0.1274   -0.3823           0.0328    0.0272    0.1168   -0.0615    0.0506   -0.2954
 2210.0   -0.0737    0.2912    0.2066   -0.0793   -0.1257   -0.3900           0.0320    0.0276    0.1186   -0.0627    0.0550   -0.3201
 2215.0   -0.0679    0.2926    0.2009   -0.0656   -0.1241   -0.3985           0.0313    0.0280    0.1202   -0.0640    0.0596   -0.3455
 2220.0   -0.0622    0.2940    0.1952   -0.0515   -0.1227   -0.4042           0.0306    0.0284    0.1219   -0.0652    0.0642   -0.3713
 2225.0   -0.0565    0.2953    0.1894   -0.0370   -0.1214   -0.4103           0.0299    0.0288    0.1234   -0.0663    0.0689   -0.3977
 2230.0   -0.0508    0.2966    0.1835   -0.0222   -0.1203   -0.4157           0.0293    0.0291    0.1249   -0.0675    0.0736   -0.4245
 2235.0   -0.0453    0.2978    0.1775   -0.0068   -0.1193   -0.4193           0.0288    0.0295    0.1263   -0.0686    0.0785   -0.4517
 2240.0   -0.0398    0.2990    0.1715    0.0089   -0.1185   -0.4220           0.0283    0.0299    0.1277   -0.0696    0.0833   -0.4795
 2245.0   -0.0344    0.3001    0.1654    0.0251   -0.1179   -0.4243           0.0278    0.0302    0.1290   -0.0707    0.0882   -0.5075
 2250.0   -0.0290    0.3012    0.1592    0.0417   -0.1174   -0.4259           0.0274    0.0306    0.1302   -0.0717    0.0932   -0.5357
 2255.0   -0.0237    0.3022    0.1529    0.0588   -0.1171   -0.4266           0.0270    0.0309    0.1314   -0.0727    0.0982   -0.5644
 2260.0   -0.0185    0.3032    0.1466    0.0764   -0.1170   -0.4251           0.0266    0.0312    0.1325   -0.0737    0.1033   -0.5932
 2265.0   -0.0134    0.3042    0.1402    0.0943   -0.1170   -0.4241           0.0263    0.0315    0.1336   -0.0747    0.1083   -0.6223
 2270.0   -0.0083    0.3051    0.1338    0.1128   -0.1172   -0.4210           0.0260    0.0318    0.1346   -0.0757    0.1134   -0.6515
 2275.0   -0.0033    0.3059    0.1273    0.1318   -0.1175   -0.4171           0.0258    0.0321    0.1355   -0.0767    0.1185   -0.6810
 2280.0    0.0016    0.3067    0.1208    0.1513   -0.1181   -0.4121           0.0255    0.0324    0.1364   -0.0776    0.1236   -0.7104
 2285.0    0.0064    0.3075    0.1142    0.1713   -0.1188   -0.4067           0.0253    0.0326    0.1372   -0.0786    0.1287   -0.7400
 2290.0    0.0112    0.3082    0.1075    0.1918   -0.1196   -0.4002           0.0252    0.0329    0.1380   -0.0795    0.1337   -0.7696
 2295.0    0.0158    0.3089    0.1007    0.2129   -0.1206   -0.3929           0.0250    0.0331    0.1387   -0.0805    0.1388   -0.7991
 2300.0    0.0204    0.3095    0.0940    0.2345   -0.1218   -0.3848           0.0249    0.0333    0.1394   -0.0815    0.1438   -0.8287
 2305.0    0.0249    0.3101    0.0872    0.2567   -0.1232   -0.3744           0.0247    0.0335    0.1400   -0.0825    0.1489   -0.8581
 2310.0    0.0293    0.3106    0.0803    0.2794   -0.1247   -0.3643           0.0246    0.0337    0.1405   -0.0834    0.1538   -0.8875
 2315.0    0.0337    0.3111    0.0733    0.3027   -0.1263   -0.3539           0.0246    0.0339    0.1411   -0.0844    0.1588   -0.9168
 2320.0    0.0379    0.3116    0.0663    0.3267   -0.1282   -0.3406           0.0245    0.0341    0.1415   -0.0855    0.1637   -0.9460
 2325.0    0.0421    0.3119    0.0593    0.3512   -0.1301   -0.3281           0.0244    0.0342    0.1419   -0.0865    0.1686   -0.9748
 2330.0    0.0462    0.3123    0.0522    0.3764   -0.1322   -0.3132           0.0244    0.0343    0.1423   -0.0875    0.1734   -1.0036
 2335.0    0.0502    0.3126    0.0450    0.4022   -0.1345   -0.2996           0.0243    0.0345    0.1426   -0.0886    0.1781   -1.0321
 2340.0    0.0541    0.3129    0.0378    0.4288   -0.1369   -0.2831           0.0243    0.0346    0.1429   -0.0896    0.1828   -1.0605
 2345.0    0.0580    0.3131    0.0306    0.4559   -0.1394   -0.2671           0.0243    0.0347    0.1431   -0.0907    0.1874   -1.0884
 2350.0    0.0617    0.3133    0.0233    0.4838   -0.1421   -0.2490           0.0242    0.0347    0.1433   -0.0918    0.1920   -1.1160
 2355.0    0.0654    0.3134    0.0159    0.5124   -0.1449   -0.2320           0.0242    0.0348    0.1435   -0.0929    0.1965   -1.1434
 2360.0    0.0690    0.3135    0.0085    0.5417   -0.1478   -0.2120           0.0242    0.0349    0.1436   -0.0941    0.2009   -1.1705
 2365.0    0.0725    0.3135    0.0010    0.5718   -0.1509   -0.1935           0.0242    0.0349    0.1437   -0.0952    0.2052   -1.1971
 2370.0    0.0759    0.3135   -0.0065    0.6027   -0.1541   -0.1721           0.0242    0.0349    0.1437   -0.0963    0.2095   -1.2235
 2375.0    0.0792    0.3134   -0.0141    0.6343   -0.1573   -0.1518           0.0242    0.0349    0.1437   -0.0975    0.2136   -1.2493
 2380.0    0.0824    0.3133   -0.0218    0.6668   -0.1608   -0.1295           0.0242    0.0349    0.1437   -0.0986    0.2177   -1.2748
 2385.0    0.0856    0.3132   -0.0295    0.7000   -0.1643   -0.1074           0.0242    0.0349    0.1436   -0.0998    0.2217   -1.3000
 2390.0    0.0887    0.3130   -0.0373    0.7342   -0.1679   -0.0833           0.0242    0.0348    0.1436   -0.1009    0.2257   -1.3246
 2395.0    0.0916    0.3128   -0.0451    0.7692   -0.1716   -0.0605           0.0242    0.0348    0.1434   -0.1021    0.2294   -1.3490
 2400.0    0.0945    0.3125   -0.0530    0.8051   -0.1755   -0.0347           0.0241    0.0347    0.1433   -0.1032    0.2332   -1.3728
 2405.0    0.0973    0.3121   -0.0610    0.8419   -0.1794   -0.0103           0.0241    0.0346    0.1431   -0.1043    0.2368   -1.3960
 2410.0    0.1000    0.3118   -0.0690    0.8797   -0.1834    0.0167           0.0241    0.0345    0.1429   -0.1053    0.2403   -1.4190
 2415.0    0.1027    0.3114   -0.0772    0.9184   -0.1875    0.0421           0.0241    0.0344    0.1426   -0.1064    0.2438   -1.4415
 2420.0    0.1052    0.3109   -0.0854    0.9580   -0.1917    0.0685           0.0241    0.0343    0.1423   -0.1073    0.2472   -1.4634
 2425.0    0.1077    0.3104   -0.0936    0.9987   -0.1960    0.0975           0.0240    0.0342    0.1420   -0.1083    0.2504   -1.4848
 2430.0    0.1100    0.3098   -0.1020    1.0404   -0.2003    0.1248           0.0240    0.0340    0.1417   -0.1091    0.2536   -1.5058
 2435.0    0.1123    0.3092   -0.1104    1.0830   -0.2048    0.1531           0.0239    0.0338    0.1413   -0.1099    0.2566   -1.5262
 2440.0    0.1145    0.3086   -0.1189    1.1269   -0.2093    0.1839           0.0239    0.0337    0.1409   -0.1106    0.2596   -1.5463
 2445.0    0.1166    0.3078   -0.1275    1.1717   -0.2138    0.2130           0.0238    0.0335    0.1405   -0.1113    0.2625   -1.5658
 2450.0    0.1186    0.3071   -0.1362    1.2178   -0.2185    0.2424           0.0238    0.0333    0.1400   -0.1118    0.2651   -1.5848
 2455.0    0.1205    0.3063   -0.1450    1.2650   -0.2233    0.2721           0.0237    0.0330    0.1393   -0.1121    0.2676   -1.6030
 2460.0    0.1224    0.3055   -0.1539    1.3135   -0.2281    0.3022           0.0236    0.0328    0.1386   -0.1123    0.2698   -1.6204
 2465.0    0.1242    0.3048   -0.1629    1.3632   -0.2329    0.3325           0.0235    0.0325    0.1377   -0.1124    0.2717   -1.6370
 2470.0    0.1259    0.3039   -0.1720    1.4142   -0.2379    0.3631           0.0234    0.0322    0.1367   -0.1122    0.2734   -1.6527
 2475.0    0.1276    0.3031   -0.1812    1.4666   -0.2429    0.3939           0.0233    0.0320    0.1355   -0.1119    0.2748   -1.6674
 2480.0    0.1292    0.3023   -0.1905    1.5203   -0.2479    0.4250           0.0232    0.0316    0.1343   -0.1114    0.2759   -1.6812
 2485.0    0.1307    0.3014   -0.2000    1.5754   -0.2531    0.4562           0.0231    0.0313    0.1329   -0.1107    0.2767   -1.6938
 2490.0    0.1321    0.3005   -0.2096    1.6320   -0.2582    0.4876           0.0229    0.0310    0.1313   -0.1097    0.2772   -1.7053
 2495.0    0.1335    0.2996   -0.2193    1.6900   -0.2634    0.5191           0.0228    0.0306    0.1296   -0.1085    0.2774   -1.7156
 2500.0    0.1348    0.2987   -0.2291    1.7496   -0.2687    0.5507           0.0226    0.0303    0.1278   -0.1070    0.2773   -1.7246
