!  MA19 2000 MEV P(200) CHI/DP=51634/25553                SM05   10/ 7/19
!                    PI0P Waves for L= 1   10/ 7/19
!  WCM     P31  pE   P31  pM   P11  pE   P11  pM   P11  nE   P11  nM
 2055.0    0.0000    0.6412    0.0000   -0.4626    0.0000   -1.0306           0.0000    1.1380    0.0000    0.2889    0.0000   -0.6493
 2060.0    0.0000    0.6358    0.0000   -0.4661    0.0000   -1.0318           0.0000    1.1428    0.0000    0.2961    0.0000   -0.6491
 2065.0    0.0000    0.6297    0.0000   -0.4709    0.0000   -1.0322           0.0000    1.1482    0.0000    0.3021    0.0000   -0.6483
 2070.0    0.0000    0.6235    0.0000   -0.4769    0.0000   -1.0317           0.0000    1.1535    0.0000    0.3082    0.0000   -0.6468
 2075.0    0.0000    0.6150    0.0000   -0.4852    0.0000   -1.0301           0.0000    1.1582    0.0000    0.3128    0.0000   -0.6448
 2080.0    0.0000    0.6069    0.0000   -0.4930    0.0000   -1.0278           0.0000    1.1634    0.0000    0.3175    0.0000   -0.6420
 2085.0    0.0000    0.5974    0.0000   -0.5024    0.0000   -1.0245           0.0000    1.1688    0.0000    0.3207    0.0000   -0.6387
 2090.0    0.0000    0.5874    0.0000   -0.5150    0.0000   -1.0200           0.0000    1.1742    0.0000    0.3239    0.0000   -0.6347
 2095.0    0.0000    0.5767    0.0000   -0.5261    0.0000   -1.0148           0.0000    1.1795    0.0000    0.3243    0.0000   -0.6298
 2100.0    0.0000    0.5641    0.0000   -0.5395    0.0000   -1.0085           0.0000    1.1850    0.0000    0.3259    0.0000   -0.6243
 2105.0    0.0000    0.5503    0.0000   -0.5526    0.0000   -1.0011           0.0000    1.1906    0.0000    0.3247    0.0000   -0.6180
 2110.0    0.0000    0.5356    0.0000   -0.5679    0.0000   -0.9926           0.0000    1.1970    0.0000    0.3233    0.0000   -0.6110
 2115.0    0.0000    0.5196    0.0000   -0.5838    0.0000   -0.9830           0.0000    1.2028    0.0000    0.3203    0.0000   -0.6033
 2120.0    0.0000    0.5025    0.0000   -0.6018    0.0000   -0.9722           0.0000    1.2088    0.0000    0.3182    0.0000   -0.5949
 2125.0    0.0000    0.4841    0.0000   -0.6193    0.0000   -0.9602           0.0000    1.2158    0.0000    0.3142    0.0000   -0.5856
 2130.0    0.0000    0.4646    0.0000   -0.6389    0.0000   -0.9470           0.0000    1.2221    0.0000    0.3074    0.0000   -0.5754
 2135.0    0.0000    0.4428    0.0000   -0.6592    0.0000   -0.9325           0.0000    1.2295    0.0000    0.3011    0.0000   -0.5647
 2140.0    0.0000    0.4188    0.0000   -0.6799    0.0000   -0.9168           0.0000    1.2364    0.0000    0.2931    0.0000   -0.5531
 2145.0    0.0000    0.3943    0.0000   -0.7014    0.0000   -0.8999           0.0000    1.2443    0.0000    0.2847    0.0000   -0.5407
 2150.0    0.0000    0.3674    0.0000   -0.7246    0.0000   -0.8815           0.0000    1.2516    0.0000    0.2747    0.0000   -0.5274
 2155.0    0.0000    0.3391    0.0000   -0.7484    0.0000   -0.8619           0.0000    1.2592    0.0000    0.2641    0.0000   -0.5136
 2160.0    0.0000    0.3091    0.0000   -0.7711    0.0000   -0.8407           0.0000    1.2681    0.0000    0.2518    0.0000   -0.4988
 2165.0    0.0000    0.2776    0.0000   -0.7958    0.0000   -0.8182           0.0000    1.2763    0.0000    0.2393    0.0000   -0.4831
 2170.0    0.0000    0.2434    0.0000   -0.8226    0.0000   -0.7942           0.0000    1.2849    0.0000    0.2236    0.0000   -0.4666
 2175.0    0.0000    0.2065    0.0000   -0.8483    0.0000   -0.7688           0.0000    1.2939    0.0000    0.2075    0.0000   -0.4493
 2180.0    0.0000    0.1678    0.0000   -0.8735    0.0000   -0.7420           0.0000    1.3032    0.0000    0.1912    0.0000   -0.4314
 2185.0    0.0000    0.1262    0.0000   -0.9004    0.0000   -0.7134           0.0000    1.3128    0.0000    0.1734    0.0000   -0.4124
 2190.0    0.0000    0.0827    0.0000   -0.9295    0.0000   -0.6832           0.0000    1.3219    0.0000    0.1568    0.0000   -0.3929
 2195.0    0.0000    0.0371    0.0000   -0.9577    0.0000   -0.6516           0.0000    1.3324    0.0000    0.1343    0.0000   -0.3724
 2200.0    0.0000   -0.0115    0.0000   -0.9859    0.0000   -0.6181           0.0000    1.3422    0.0000    0.1146    0.0000   -0.3512
 2205.0    0.0000   -0.0644    0.0000   -1.0149    0.0000   -0.5831           0.0000    1.3525    0.0000    0.0919    0.0000   -0.3292
 2210.0    0.0000   -0.1175    0.0000   -1.0442    0.0000   -0.5463           0.0000    1.3631    0.0000    0.0710    0.0000   -0.3064
 2215.0    0.0000   -0.1749    0.0000   -1.0738    0.0000   -0.5077           0.0000    1.3731    0.0000    0.0468    0.0000   -0.2829
 2220.0    0.0000   -0.2346    0.0000   -1.1037    0.0000   -0.4674           0.0000    1.3845    0.0000    0.0197    0.0000   -0.2586
 2225.0    0.0000   -0.2993    0.0000   -1.1341    0.0000   -0.4253           0.0000    1.3952    0.0000   -0.0059    0.0000   -0.2337
 2230.0    0.0000   -0.3652    0.0000   -1.1643    0.0000   -0.3812           0.0000    1.4053    0.0000   -0.0340    0.0000   -0.2079
 2235.0    0.0000   -0.4348    0.0000   -1.1964    0.0000   -0.3353           0.0000    1.4167    0.0000   -0.0604    0.0000   -0.1815
 2240.0    0.0000   -0.5085    0.0000   -1.2254    0.0000   -0.2875           0.0000    1.4275    0.0000   -0.0880    0.0000   -0.1544
 2245.0    0.0000   -0.5860    0.0000   -1.2561    0.0000   -0.2377           0.0000    1.4384    0.0000   -0.1206    0.0000   -0.1266
 2250.0    0.0000   -0.6665    0.0000   -1.2868    0.0000   -0.1859           0.0000    1.4486    0.0000   -0.1505    0.0000   -0.0982
 2255.0    0.0000   -0.7512    0.0000   -1.3188    0.0000   -0.1319           0.0000    1.4591    0.0000   -0.1833    0.0000   -0.0691
 2260.0    0.0000   -0.8389    0.0000   -1.3493    0.0000   -0.0760           0.0000    1.4698    0.0000   -0.2160    0.0000   -0.0395
 2265.0    0.0000   -0.9310    0.0000   -1.3795    0.0000   -0.0180           0.0000    1.4790    0.0000   -0.2493    0.0000   -0.0093
 2270.0    0.0000   -1.0276    0.0000   -1.4102    0.0000    0.0422           0.0000    1.4885    0.0000   -0.2842    0.0000    0.0215
 2275.0    0.0000   -1.1290    0.0000   -1.4400    0.0000    0.1046           0.0000    1.4974    0.0000   -0.3177    0.0000    0.0528
 2280.0    0.0000   -1.2352    0.0000   -1.4715    0.0000    0.1692           0.0000    1.5058    0.0000   -0.3562    0.0000    0.0846
 2285.0    0.0000   -1.3434    0.0000   -1.4991    0.0000    0.2361           0.0000    1.5137    0.0000   -0.3921    0.0000    0.1168
 2290.0    0.0000   -1.4581    0.0000   -1.5299    0.0000    0.3052           0.0000    1.5206    0.0000   -0.4310    0.0000    0.1495
 2295.0    0.0000   -1.5780    0.0000   -1.5585    0.0000    0.3767           0.0000    1.5269    0.0000   -0.4681    0.0000    0.1826
 2300.0    0.0000   -1.7016    0.0000   -1.5885    0.0000    0.4505           0.0000    1.5322    0.0000   -0.5080    0.0000    0.2159
 2305.0    0.0000   -1.8306    0.0000   -1.6139    0.0000    0.5267           0.0000    1.5364    0.0000   -0.5473    0.0000    0.2497
 2310.0    0.0000   -1.9652    0.0000   -1.6423    0.0000    0.6053           0.0000    1.5395    0.0000   -0.5918    0.0000    0.2836
 2315.0    0.0000   -2.1039    0.0000   -1.6687    0.0000    0.6865           0.0000    1.5410    0.0000   -0.6323    0.0000    0.3178
 2320.0    0.0000   -2.2483    0.0000   -1.6944    0.0000    0.7701           0.0000    1.5412    0.0000   -0.6759    0.0000    0.3523
 2325.0    0.0000   -2.4003    0.0000   -1.7192    0.0000    0.8563           0.0000    1.5399    0.0000   -0.7166    0.0000    0.3867
 2330.0    0.0000   -2.5550    0.0000   -1.7474    0.0000    0.9449           0.0000    1.5367    0.0000   -0.7622    0.0000    0.4215
 2335.0    0.0000   -2.7158    0.0000   -1.7703    0.0000    1.0362           0.0000    1.5316    0.0000   -0.8047    0.0000    0.4561
 2340.0    0.0000   -2.8846    0.0000   -1.7925    0.0000    1.1302           0.0000    1.5243    0.0000   -0.8502    0.0000    0.4907
 2345.0    0.0000   -3.0564    0.0000   -1.8138    0.0000    1.2269           0.0000    1.5148    0.0000   -0.8942    0.0000    0.5254
 2350.0    0.0000   -3.2363    0.0000   -1.8357    0.0000    1.3259           0.0000    1.5026    0.0000   -0.9414    0.0000    0.5600
 2355.0    0.0000   -3.4212    0.0000   -1.8546    0.0000    1.4280           0.0000    1.4880    0.0000   -0.9914    0.0000    0.5941
 2360.0    0.0000   -3.6127    0.0000   -1.8726    0.0000    1.5328           0.0000    1.4702    0.0000   -1.0335    0.0000    0.6285
 2365.0    0.0000   -3.8111    0.0000   -1.8910    0.0000    1.6401           0.0000    1.4494    0.0000   -1.0850    0.0000    0.6622
 2370.0    0.0000   -4.0146    0.0000   -1.9067    0.0000    1.7505           0.0000    1.4249    0.0000   -1.1298    0.0000    0.6957
 2375.0    0.0000   -4.2250    0.0000   -1.9227    0.0000    1.8633           0.0000    1.3970    0.0000   -1.1787    0.0000    0.7288
 2380.0    0.0000   -4.4407    0.0000   -1.9360    0.0000    1.9795           0.0000    1.3652    0.0000   -1.2303    0.0000    0.7610
 2385.0    0.0000   -4.6656    0.0000   -1.9491    0.0000    2.0981           0.0000    1.3291    0.0000   -1.2804    0.0000    0.7932
 2390.0    0.0000   -4.8936    0.0000   -1.9597    0.0000    2.2201           0.0000    1.2887    0.0000   -1.3321    0.0000    0.8244
 2395.0    0.0000   -5.1290    0.0000   -1.9706    0.0000    2.3445           0.0000    1.2435    0.0000   -1.3833    0.0000    0.8555
 2400.0    0.0000   -5.3740    0.0000   -1.9766    0.0000    2.4719           0.0000    1.1933    0.0000   -1.4327    0.0000    0.8853
 2405.0    0.0000   -5.6244    0.0000   -1.9840    0.0000    2.6022           0.0000    1.1377    0.0000   -1.4853    0.0000    0.9144
 2410.0    0.0000   -5.8777    0.0000   -1.9872    0.0000    2.7356           0.0000    1.0761    0.0000   -1.5355    0.0000    0.9427
 2415.0    0.0000   -6.1408    0.0000   -1.9873    0.0000    2.8719           0.0000    1.0090    0.0000   -1.5955    0.0000    0.9693
 2420.0    0.0000   -6.4094    0.0000   -1.9908    0.0000    3.0106           0.0000    0.9355    0.0000   -1.6449    0.0000    0.9957
 2425.0    0.0000   -6.6857    0.0000   -1.9893    0.0000    3.1531           0.0000    0.8550    0.0000   -1.7008    0.0000    1.0210
 2430.0    0.0000   -6.9669    0.0000   -1.9862    0.0000    3.2979           0.0000    0.7675    0.0000   -1.7568    0.0000    1.0444
 2435.0    0.0000   -7.2556    0.0000   -1.9809    0.0000    3.4457           0.0000    0.6731    0.0000   -1.8147    0.0000    1.0666
 2440.0    0.0000   -7.5494    0.0000   -1.9761    0.0000    3.5967           0.0000    0.5706    0.0000   -1.8693    0.0000    1.0883
 2445.0    0.0000   -7.8483    0.0000   -1.9636    0.0000    3.7507           0.0000    0.4599    0.0000   -1.9280    0.0000    1.1077
 2450.0    0.0000   -8.1539    0.0000   -1.9528    0.0000    3.9079           0.0000    0.3408    0.0000   -1.9843    0.0000    1.1256
 2455.0    0.0000   -8.4658    0.0000   -1.9441    0.0000    4.0682           0.0000    0.2129    0.0000   -2.0383    0.0000    1.1419
 2460.0    0.0000   -8.7837    0.0000   -1.9375    0.0000    4.2317           0.0000    0.0759    0.0000   -2.0896    0.0000    1.1565
 2465.0    0.0000   -9.1076    0.0000   -1.9333    0.0000    4.3983           0.0000   -0.0707    0.0000   -2.1381    0.0000    1.1693
 2470.0    0.0000   -9.4373    0.0000   -1.9318    0.0000    4.5683           0.0000   -0.2274    0.0000   -2.1836    0.0000    1.1803
 2475.0    0.0000   -9.7723    0.0000   -1.9331    0.0000    4.7414           0.0000   -0.3945    0.0000   -2.2259    0.0000    1.1894
 2480.0    0.0000  -10.1125    0.0000   -1.9376    0.0000    4.9178           0.0000   -0.5726    0.0000   -2.2649    0.0000    1.1964
 2485.0    0.0000  -10.4576    0.0000   -1.9454    0.0000    5.0975           0.0000   -0.7621    0.0000   -2.3002    0.0000    1.2012
 2490.0    0.0000  -10.8073    0.0000   -1.9569    0.0000    5.2805           0.0000   -0.9636    0.0000   -2.3317    0.0000    1.2038
 2495.0    0.0000  -11.1612    0.0000   -1.9723    0.0000    5.4668           0.0000   -1.1775    0.0000   -2.3591    0.0000    1.2041
 2500.0    0.0000  -11.5191    0.0000   -1.9919    0.0000    5.6564           0.0000   -1.4044    0.0000   -2.3824    0.0000    1.2019
