!  MA19 2000 MEV P(200) CHI/DP=51634/25553                SM05   10/ 7/19
!                    PI0P Waves for L= 3   10/ 7/19
!  WCM     F35  pE   F35  pM   F15  pE   F15  pM   F15  nE   F15  nM
 2025.0   -0.4705    0.0587   -0.2651   -0.2742    0.0847    0.0869           0.0770    0.3158    0.1419    0.0577    0.1656   -0.0560
 2030.0   -0.4645    0.0689   -0.2521   -0.2709    0.0820    0.0844           0.0730    0.3164    0.1381    0.0557    0.1674   -0.0546
 2035.0   -0.4584    0.0792   -0.2380   -0.2680    0.0791    0.0822           0.0691    0.3173    0.1341    0.0538    0.1690   -0.0533
 2040.0   -0.4524    0.0895   -0.2259   -0.2646    0.0756    0.0794           0.0653    0.3186    0.1298    0.0519    0.1704   -0.0520
 2045.0   -0.4463    0.1003   -0.2122   -0.2616    0.0719    0.0769           0.0616    0.3203    0.1250    0.0501    0.1716   -0.0507
 2050.0   -0.4402    0.1108   -0.1993   -0.2586    0.0679    0.0743           0.0581    0.3224    0.1200    0.0484    0.1727   -0.0495
 2055.0   -0.4342    0.1212   -0.1866   -0.2555    0.0635    0.0715           0.0546    0.3247    0.1147    0.0467    0.1736   -0.0484
 2060.0   -0.4282    0.1319   -0.1731   -0.2528    0.0589    0.0689           0.0513    0.3276    0.1089    0.0450    0.1742   -0.0472
 2065.0   -0.4222    0.1425   -0.1597   -0.2501    0.0538    0.0664           0.0480    0.3307    0.1025    0.0435    0.1746   -0.0462
 2070.0   -0.4161    0.1532   -0.1468   -0.2474    0.0485    0.0637           0.0449    0.3342    0.0956    0.0420    0.1747   -0.0451
 2075.0   -0.4102    0.1639   -0.1333   -0.2449    0.0428    0.0612           0.0419    0.3381    0.0880    0.0405    0.1745   -0.0442
 2080.0   -0.4042    0.1748   -0.1210   -0.2422    0.0369    0.0583           0.0389    0.3422    0.0799    0.0391    0.1741   -0.0432
 2085.0   -0.3982    0.1854   -0.1088   -0.2398    0.0305    0.0556           0.0360    0.3467    0.0710    0.0378    0.1734   -0.0423
 2090.0   -0.3923    0.1962   -0.0962   -0.2374    0.0238    0.0529           0.0332    0.3516    0.0613    0.0365    0.1724   -0.0415
 2095.0   -0.3864    0.2067   -0.0845   -0.2350    0.0169    0.0501           0.0305    0.3568    0.0509    0.0352    0.1711   -0.0406
 2100.0   -0.3805    0.2174   -0.0720   -0.2330    0.0097    0.0475           0.0279    0.3623    0.0398    0.0340    0.1697   -0.0399
 2105.0   -0.3746    0.2281   -0.0600   -0.2310    0.0021    0.0449           0.0253    0.3681    0.0275    0.0328    0.1679   -0.0391
 2110.0   -0.3688    0.2387   -0.0507   -0.2285   -0.0058    0.0417           0.0229    0.3744    0.0142    0.0317    0.1657   -0.0384
 2115.0   -0.3630    0.2493   -0.0408   -0.2264   -0.0140    0.0387           0.0204    0.3810    0.0000    0.0306    0.1633   -0.0377
 2120.0   -0.3572    0.2597   -0.0293   -0.2248   -0.0225    0.0363           0.0181    0.3878   -0.0154    0.0296    0.1606   -0.0371
 2125.0   -0.3514    0.2702   -0.0208   -0.2227   -0.0312    0.0332           0.0158    0.3950   -0.0320    0.0286    0.1575   -0.0365
 2130.0   -0.3457    0.2807   -0.0109   -0.2210   -0.0403    0.0305           0.0136    0.4026   -0.0500    0.0276    0.1540   -0.0359
 2135.0   -0.3400    0.2910   -0.0027   -0.2193   -0.0497    0.0276           0.0115    0.4104   -0.0692    0.0267    0.1503   -0.0354
 2140.0   -0.3342    0.3012    0.0027   -0.2172   -0.0592    0.0242           0.0094    0.4186   -0.0898    0.0258    0.1463   -0.0349
 2145.0   -0.3286    0.3112    0.0113   -0.2159   -0.0691    0.0217           0.0074    0.4269   -0.1121    0.0249    0.1418   -0.0344
 2150.0   -0.3229    0.3214    0.0163   -0.2141   -0.0793    0.0185           0.0054    0.4359   -0.1359    0.0241    0.1371   -0.0340
 2155.0   -0.3173    0.3313    0.0206   -0.2125   -0.0896    0.0153           0.0035    0.4448   -0.1614    0.0233    0.1319   -0.0336
 2160.0   -0.3117    0.3412    0.0254   -0.2111   -0.1004    0.0124           0.0016    0.4544   -0.1887    0.0225    0.1265   -0.0332
 2165.0   -0.3061    0.3509    0.0288   -0.2098   -0.1113    0.0094          -0.0001    0.4641   -0.2178    0.0218    0.1208   -0.0328
 2170.0   -0.3005    0.3606    0.0314   -0.2085   -0.1224    0.0064          -0.0019    0.4740   -0.2489    0.0210    0.1146   -0.0325
 2175.0   -0.2950    0.3702    0.0318   -0.2071   -0.1338    0.0032          -0.0036    0.4843   -0.2819    0.0203    0.1081   -0.0322
 2180.0   -0.2895    0.3795    0.0307   -0.2057   -0.1454   -0.0002          -0.0052    0.4951   -0.3172    0.0197    0.1012   -0.0320
 2185.0   -0.2840    0.3886    0.0309   -0.2047   -0.1572   -0.0031          -0.0067    0.5060   -0.3547    0.0191    0.0940   -0.0317
 2190.0   -0.2786    0.3977    0.0266   -0.2033   -0.1693   -0.0067          -0.0082    0.5173   -0.3946    0.0185    0.0864   -0.0315
 2195.0   -0.2731    0.4067    0.0237   -0.2023   -0.1816   -0.0098          -0.0097    0.5288   -0.4365    0.0179    0.0785   -0.0313
 2200.0   -0.2678    0.4153    0.0190   -0.2013   -0.1941   -0.0130          -0.0111    0.5405   -0.4815    0.0174    0.0703   -0.0312
 2205.0   -0.2624    0.4239    0.0121   -0.2002   -0.2068   -0.0164          -0.0125    0.5526   -0.5286    0.0168    0.0616   -0.0310
 2210.0   -0.2570    0.4324    0.0032   -0.1992   -0.2197   -0.0199          -0.0137    0.5651   -0.5787    0.0163    0.0527   -0.0309
 2215.0   -0.2517    0.4407   -0.0043   -0.1986   -0.2327   -0.0230          -0.0150    0.5775   -0.6316    0.0158    0.0433   -0.0308
 2220.0   -0.2464    0.4488   -0.0166   -0.1975   -0.2460   -0.0266          -0.0162    0.5906   -0.6872    0.0153    0.0337   -0.0307
 2225.0   -0.2411    0.4566   -0.0285   -0.1968   -0.2594   -0.0300          -0.0173    0.6037   -0.7462    0.0149    0.0237   -0.0307
 2230.0   -0.2359    0.4642   -0.0421   -0.1962   -0.2730   -0.0333          -0.0184    0.6172   -0.8078    0.0145    0.0133   -0.0306
 2235.0   -0.2307    0.4716   -0.0582   -0.1954   -0.2869   -0.0369          -0.0194    0.6309   -0.8725    0.0140    0.0026   -0.0306
 2240.0   -0.2255    0.4787   -0.0764   -0.1947   -0.3008   -0.0406          -0.0204    0.6450   -0.9412    0.0137   -0.0084   -0.0306
 2245.0   -0.2204    0.4858   -0.0969   -0.1939   -0.3149   -0.0443          -0.0214    0.6590   -1.0131    0.0133   -0.0197   -0.0306
 2250.0   -0.2153    0.4927   -0.1162   -0.1937   -0.3292   -0.0477          -0.0222    0.6735   -1.0882    0.0130   -0.0314   -0.0307
 2255.0   -0.2102    0.4991   -0.1377   -0.1934   -0.3436   -0.0510          -0.0231    0.6881   -1.1667    0.0126   -0.0434   -0.0307
 2260.0   -0.2051    0.5055   -0.1656   -0.1925   -0.3582   -0.0552          -0.0239    0.7032   -1.2492    0.0123   -0.0557   -0.0308
 2265.0   -0.2001    0.5116   -0.1920   -0.1921   -0.3728   -0.0588          -0.0246    0.7183   -1.3359    0.0120   -0.0683   -0.0308
 2270.0   -0.1951    0.5175   -0.2216   -0.1917   -0.3877   -0.0627          -0.0253    0.7338   -1.4262    0.0118   -0.0812   -0.0309
 2275.0   -0.1902    0.5228   -0.2502   -0.1918   -0.4027   -0.0660          -0.0259    0.7494   -1.5203    0.0115   -0.0944   -0.0310
 2280.0   -0.1853    0.5280   -0.2848   -0.1913   -0.4178   -0.0701          -0.0265    0.7650   -1.6183    0.0113   -0.1079   -0.0311
 2285.0   -0.1804    0.5331   -0.3186   -0.1913   -0.4331   -0.0737          -0.0270    0.7810   -1.7210    0.0111   -0.1217   -0.0313
 2290.0   -0.1755    0.5378   -0.3592   -0.1907   -0.4484   -0.0780          -0.0275    0.7973   -1.8281    0.0108   -0.1358   -0.0313
 2295.0   -0.1707    0.5423   -0.3981   -0.1907   -0.4639   -0.0818          -0.0280    0.8137   -1.9390    0.0107   -0.1501   -0.0315
 2300.0   -0.1660    0.5465   -0.4404   -0.1906   -0.4795   -0.0858          -0.0283    0.8303   -2.0547    0.0105   -0.1647   -0.0317
 2305.0   -0.1612    0.5505   -0.4861   -0.1904   -0.4953   -0.0899          -0.0287    0.8468   -2.1750    0.0103   -0.1796   -0.0318
 2310.0   -0.1565    0.5540   -0.5302   -0.1908   -0.5111   -0.0935          -0.0290    0.8638   -2.2989    0.0102   -0.1946   -0.0319
 2315.0   -0.1519    0.5576   -0.5813   -0.1906   -0.5270   -0.0978          -0.0292    0.8809   -2.4283    0.0100   -0.2100   -0.0320
 2320.0   -0.1472    0.5606   -0.6324   -0.1909   -0.5431   -0.1017          -0.0294    0.8980   -2.5633    0.0100   -0.2256   -0.0322
 2325.0   -0.1427    0.5633   -0.6901   -0.1906   -0.5593   -0.1063          -0.0296    0.9153   -2.7025    0.0099   -0.2414   -0.0324
 2330.0   -0.1381    0.5657   -0.7475   -0.1907   -0.5756   -0.1105          -0.0297    0.9327   -2.8462    0.0098   -0.2574   -0.0325
 2335.0   -0.1336    0.5677   -0.8066   -0.1909   -0.5918   -0.1147          -0.0298    0.9504   -2.9957    0.0097   -0.2737   -0.0326
 2340.0   -0.1292    0.5697   -0.8707   -0.1911   -0.6083   -0.1190          -0.0298    0.9679   -3.1499    0.0096   -0.2902   -0.0328
 2345.0   -0.1248    0.5712   -0.9329   -0.1919   -0.6249   -0.1227          -0.0298    0.9859   -3.3089    0.0096   -0.3068   -0.0329
 2350.0   -0.1204    0.5722   -1.0034   -0.1919   -0.6416   -0.1274          -0.0297    1.0038   -3.4738    0.0096   -0.3237   -0.0330
 2355.0   -0.1161    0.5733   -1.0778   -0.1918   -0.6583   -0.1323          -0.0296    1.0216   -3.6434    0.0095   -0.3407   -0.0331
 2360.0   -0.1118    0.5736   -1.1502   -0.1924   -0.6751   -0.1365          -0.0295    1.0396   -3.8196    0.0096   -0.3579   -0.0333
 2365.0   -0.1076    0.5740   -1.2265   -0.1930   -0.6920   -0.1408          -0.0293    1.0578   -3.9989    0.0096   -0.3751   -0.0334
 2370.0   -0.1034    0.5740   -1.3069   -0.1935   -0.7091   -0.1452          -0.0291    1.0758   -4.1862    0.0096   -0.3927   -0.0335
 2375.0   -0.0993    0.5737   -1.3913   -0.1939   -0.7262   -0.1498          -0.0288    1.0941   -4.3772    0.0097   -0.4103   -0.0336
 2380.0   -0.0953    0.5730   -1.4798   -0.1943   -0.7434   -0.1546          -0.0285    1.1125   -4.5759    0.0098   -0.4282   -0.0336
 2385.0   -0.0912    0.5719   -1.5707   -0.1946   -0.7606   -0.1595          -0.0282    1.1308   -4.7782    0.0098   -0.4460   -0.0337
 2390.0   -0.0872    0.5708   -1.6615   -0.1957   -0.7780   -0.1637          -0.0278    1.1490   -4.9872    0.0100   -0.4640   -0.0338
 2395.0   -0.0833    0.5690   -1.7606   -0.1959   -0.7954   -0.1689          -0.0274    1.1674   -5.2011    0.0101   -0.4821   -0.0338
 2400.0   -0.0794    0.5671   -1.8598   -0.1968   -0.8130   -0.1733          -0.0270    1.1856   -5.4214    0.0102   -0.5003   -0.0337
 2405.0   -0.0756    0.5649   -1.9619   -0.1976   -0.8305   -0.1781          -0.0265    1.2040   -5.6470    0.0103   -0.5186   -0.0337
 2410.0   -0.0719    0.5624   -2.0676   -0.1985   -0.8481   -0.1828          -0.0260    1.2223   -5.8799    0.0105   -0.5371   -0.0337
 2415.0   -0.0681    0.5596   -2.1805   -0.1992   -0.8661   -0.1878          -0.0254    1.2407   -6.1176    0.0107   -0.5555   -0.0336
 2420.0   -0.0645    0.5566   -2.2950   -0.1999   -0.8838   -0.1929          -0.0249    1.2590   -6.3602    0.0109   -0.5739   -0.0336
 2425.0   -0.0608    0.5531   -2.4139   -0.2006   -0.9017   -0.1980          -0.0243    1.2772   -6.6101    0.0111   -0.5925   -0.0335
 2430.0   -0.0573    0.5494   -2.5373   -0.2012   -0.9197   -0.2033          -0.0237    1.2952   -6.8668    0.0113   -0.6112   -0.0333
 2435.0   -0.0538    0.5454   -2.6593   -0.2025   -0.9377   -0.2079          -0.0230    1.3134   -7.1263    0.0116   -0.6297   -0.0332
 2440.0   -0.0503    0.5411   -2.7918   -0.2031   -0.9558   -0.2135          -0.0223    1.3314   -7.3955    0.0118   -0.6485   -0.0330
 2445.0   -0.0469    0.5367   -2.9229   -0.2043   -0.9740   -0.2184          -0.0216    1.3496   -7.6664    0.0121   -0.6669   -0.0328
 2450.0   -0.0436    0.5315   -3.0587   -0.2055   -0.9922   -0.2234          -0.0209    1.3676   -7.9450    0.0124   -0.6855   -0.0325
 2455.0   -0.0403    0.5257   -3.1992   -0.2066   -1.0106   -0.2286          -0.0201    1.3855   -8.2312    0.0127   -0.7042   -0.0323
 2460.0   -0.0370    0.5191   -3.3444   -0.2077   -1.0290   -0.2339          -0.0193    1.4033   -8.5252    0.0131   -0.7231   -0.0320
 2465.0   -0.0338    0.5117   -3.4943   -0.2088   -1.0475   -0.2393          -0.0185    1.4209   -8.8273    0.0136   -0.7420   -0.0318
 2470.0   -0.0307    0.5036   -3.6492   -0.2097   -1.0661   -0.2449          -0.0177    1.4383   -9.1375    0.0141   -0.7611   -0.0315
 2475.0   -0.0276    0.4948   -3.8089   -0.2107   -1.0847   -0.2506          -0.0168    1.4556   -9.4560    0.0146   -0.7803   -0.0312
 2480.0   -0.0246    0.4851   -3.9735   -0.2116   -1.1034   -0.2564          -0.0160    1.4728   -9.7830    0.0152   -0.7996   -0.0309
 2485.0   -0.0216    0.4747   -4.1431   -0.2124   -1.1222   -0.2623          -0.0151    1.4897  -10.1186    0.0159   -0.8190   -0.0306
 2490.0   -0.0187    0.4635   -4.3177   -0.2132   -1.1410   -0.2684          -0.0142    1.5065  -10.4629    0.0166   -0.8386   -0.0303
 2495.0   -0.0158    0.4515   -4.4975   -0.2139   -1.1599   -0.2745          -0.0132    1.5232  -10.8163    0.0174   -0.8582   -0.0300
 2500.0   -0.0130    0.4387   -4.6822   -0.2146   -1.1789   -0.2808          -0.0123    1.5396  -11.1786    0.0182   -0.8780   -0.0297
