!  MA19 2000 MEV P(200) CHI/DP=51634/25553                SM05   10/ 7/19
!                    PI0P Waves for L= 3   10/ 7/19
!  WCM     F37  pE   F37  pM   F17  pE   F17  pM   F17  nE   F17  nM
 2020.0   -0.1451   -0.5252    0.1352   -0.1029   -0.1326    0.0488          -0.0397    1.2325    0.0083    0.0089   -0.0082    0.0030
 2025.0   -0.1418   -0.5163    0.1346   -0.1019   -0.1321    0.0468          -0.0407    1.1926    0.0084    0.0091   -0.0082    0.0029
 2030.0   -0.1385   -0.5060    0.1341   -0.1008   -0.1315    0.0449          -0.0416    1.1541    0.0084    0.0093   -0.0082    0.0028
 2035.0   -0.1352   -0.4947    0.1335   -0.0998   -0.1309    0.0430          -0.0424    1.1171    0.0084    0.0095   -0.0083    0.0027
 2040.0   -0.1318   -0.4824    0.1330   -0.0988   -0.1304    0.0410          -0.0432    1.0811    0.0085    0.0097   -0.0083    0.0026
 2045.0   -0.1285   -0.4691    0.1324   -0.0977   -0.1298    0.0391          -0.0439    1.0465    0.0085    0.0099   -0.0083    0.0025
 2050.0   -0.1252   -0.4549    0.1319   -0.0967   -0.1292    0.0371          -0.0446    1.0126    0.0085    0.0101   -0.0084    0.0024
 2055.0   -0.1218   -0.4401    0.1313   -0.0957   -0.1287    0.0352          -0.0452    0.9800    0.0086    0.0103   -0.0084    0.0023
 2060.0   -0.1185   -0.4255    0.1308   -0.0947   -0.1281    0.0332          -0.0458    0.9481    0.0086    0.0105   -0.0084    0.0022
 2065.0   -0.1152   -0.4095    0.1302   -0.0937   -0.1276    0.0313          -0.0463    0.9167    0.0086    0.0106   -0.0084    0.0021
 2070.0   -0.1118   -0.3926    0.1297   -0.0927   -0.1270    0.0293          -0.0468    0.8863    0.0086    0.0108   -0.0084    0.0019
 2075.0   -0.1085   -0.3757    0.1291   -0.0917   -0.1265    0.0274          -0.0473    0.8563    0.0086    0.0110   -0.0084    0.0018
 2080.0   -0.1052   -0.3582    0.1286   -0.0907   -0.1259    0.0254          -0.0477    0.8269    0.0086    0.0112   -0.0084    0.0017
 2085.0   -0.1019   -0.3398    0.1281   -0.0897   -0.1254    0.0235          -0.0481    0.7977    0.0086    0.0114   -0.0084    0.0016
 2090.0   -0.0986   -0.3210    0.1275   -0.0887   -0.1248    0.0215          -0.0484    0.7690    0.0086    0.0116   -0.0084    0.0015
 2095.0   -0.0953   -0.3017    0.1270   -0.0878   -0.1243    0.0196          -0.0487    0.7406    0.0086    0.0118   -0.0084    0.0013
 2100.0   -0.0920   -0.2819    0.1265   -0.0868   -0.1238    0.0176          -0.0490    0.7121    0.0086    0.0120   -0.0084    0.0012
 2105.0   -0.0888   -0.2610    0.1259   -0.0858   -0.1232    0.0157          -0.0493    0.6839    0.0086    0.0122   -0.0084    0.0011
 2110.0   -0.0855   -0.2402    0.1254   -0.0849   -0.1227    0.0137          -0.0495    0.6555    0.0085    0.0123   -0.0084    0.0009
 2115.0   -0.0822   -0.2182    0.1249   -0.0839   -0.1222    0.0118          -0.0497    0.6271    0.0085    0.0125   -0.0083    0.0008
 2120.0   -0.0789   -0.1956    0.1243   -0.0830   -0.1216    0.0099          -0.0499    0.5986    0.0085    0.0127   -0.0083    0.0007
 2125.0   -0.0756   -0.1719    0.1238   -0.0821   -0.1211    0.0079          -0.0500    0.5699    0.0085    0.0129   -0.0083    0.0005
 2130.0   -0.0723   -0.1478    0.1233   -0.0811   -0.1206    0.0060          -0.0501    0.5408    0.0084    0.0131   -0.0082    0.0004
 2135.0   -0.0691   -0.1224    0.1228   -0.0802   -0.1200    0.0041          -0.0502    0.5116    0.0084    0.0133   -0.0082    0.0003
 2140.0   -0.0658   -0.0960    0.1223   -0.0793   -0.1195    0.0021          -0.0503    0.4817    0.0083    0.0134   -0.0081    0.0001
 2145.0   -0.0625   -0.0686    0.1218   -0.0784   -0.1190    0.0002          -0.0504    0.4517    0.0083    0.0136   -0.0081    0.0000
 2150.0   -0.0592   -0.0402    0.1212   -0.0775   -0.1185   -0.0017          -0.0504    0.4213    0.0082    0.0138   -0.0080   -0.0001
 2155.0   -0.0559   -0.0103    0.1207   -0.0766   -0.1180   -0.0036          -0.0505    0.3901    0.0082    0.0139   -0.0080   -0.0002
 2160.0   -0.0526    0.0206    0.1202   -0.0757   -0.1175   -0.0056          -0.0505    0.3584    0.0081    0.0141   -0.0079   -0.0004
 2165.0   -0.0494    0.0539    0.1197   -0.0748   -0.1170   -0.0075          -0.0505    0.3262    0.0081    0.0143   -0.0079   -0.0005
 2170.0   -0.0461    0.0878    0.1192   -0.0740   -0.1165   -0.0094          -0.0504    0.2932    0.0080    0.0145   -0.0078   -0.0006
 2175.0   -0.0428    0.1237    0.1187   -0.0731   -0.1160   -0.0113          -0.0504    0.2593    0.0079    0.0146   -0.0077   -0.0008
 2180.0   -0.0395    0.1613    0.1182   -0.0723   -0.1155   -0.0132          -0.0503    0.2250    0.0078    0.0148   -0.0077   -0.0009
 2185.0   -0.0362    0.2005    0.1178   -0.0714   -0.1150   -0.0151          -0.0502    0.1899    0.0078    0.0149   -0.0076   -0.0010
 2190.0   -0.0329    0.2420    0.1173   -0.0706   -0.1145   -0.0170          -0.0501    0.1539    0.0077    0.0151   -0.0075   -0.0011
 2195.0   -0.0296    0.2857    0.1168   -0.0697   -0.1140   -0.0188          -0.0500    0.1172    0.0076    0.0152   -0.0074   -0.0012
 2200.0   -0.0263    0.3323    0.1163   -0.0689   -0.1135   -0.0207          -0.0499    0.0795    0.0075    0.0154   -0.0073   -0.0013
 2205.0   -0.0230    0.3792    0.1158   -0.0681   -0.1130   -0.0226          -0.0497    0.0410    0.0074    0.0156   -0.0072   -0.0014
 2210.0   -0.0197    0.4300    0.1154   -0.0672   -0.1126   -0.0245          -0.0495    0.0015    0.0073    0.0157   -0.0072   -0.0016
 2215.0   -0.0164    0.4832    0.1149   -0.0664   -0.1121   -0.0263          -0.0494   -0.0386    0.0072    0.0158   -0.0071   -0.0017
 2220.0   -0.0131    0.5399    0.1144   -0.0656   -0.1116   -0.0282          -0.0492   -0.0799    0.0071    0.0160   -0.0070   -0.0018
 2225.0   -0.0098    0.5978    0.1140   -0.0648   -0.1112   -0.0301          -0.0489   -0.1222    0.0070    0.0161   -0.0069   -0.0019
 2230.0   -0.0064    0.6594    0.1135   -0.0641   -0.1107   -0.0319          -0.0487   -0.1653    0.0069    0.0163   -0.0068   -0.0019
 2235.0   -0.0031    0.7235    0.1131   -0.0633   -0.1102   -0.0338          -0.0485   -0.2095    0.0068    0.0164   -0.0067   -0.0020
 2240.0    0.0003    0.7936    0.1126   -0.0625   -0.1098   -0.0356          -0.0482   -0.2548    0.0067    0.0165   -0.0065   -0.0021
 2245.0    0.0036    0.8661    0.1122   -0.0617   -0.1093   -0.0374          -0.0479   -0.3007    0.0066    0.0167   -0.0064   -0.0022
 2250.0    0.0070    0.9412    0.1117   -0.0610   -0.1089   -0.0393          -0.0476   -0.3481    0.0065    0.0168   -0.0063   -0.0023
 2255.0    0.0103    1.0206    0.1113   -0.0602   -0.1085   -0.0411          -0.0473   -0.3963    0.0064    0.0169   -0.0062   -0.0023
 2260.0    0.0137    1.1021    0.1108   -0.0595   -0.1080   -0.0429          -0.0470   -0.4455    0.0062    0.0170   -0.0061   -0.0024
 2265.0    0.0170    1.1913    0.1104   -0.0588   -0.1076   -0.0447          -0.0467   -0.4956    0.0061    0.0172   -0.0060   -0.0025
 2270.0    0.0204    1.2826    0.1100   -0.0580   -0.1072   -0.0465          -0.0463   -0.5467    0.0060    0.0173   -0.0058   -0.0025
 2275.0    0.0238    1.3784    0.1096   -0.0573   -0.1067   -0.0483          -0.0459   -0.5986    0.0059    0.0174   -0.0057   -0.0026
 2280.0    0.0272    1.4783    0.1091   -0.0566   -0.1063   -0.0501          -0.0455   -0.6521    0.0057    0.0175   -0.0056   -0.0026
 2285.0    0.0306    1.5856    0.1087   -0.0559   -0.1059   -0.0519          -0.0451   -0.7060    0.0056    0.0176   -0.0055   -0.0027
 2290.0    0.0339    1.6943    0.1083   -0.0552   -0.1055   -0.0537          -0.0447   -0.7614    0.0055    0.0177   -0.0053   -0.0027
 2295.0    0.0374    1.8095    0.1079   -0.0545   -0.1051   -0.0555          -0.0443   -0.8173    0.0053    0.0178   -0.0052   -0.0027
 2300.0    0.0407    1.9356    0.1075   -0.0538   -0.1047   -0.0572          -0.0438   -0.8742    0.0052    0.0179   -0.0051   -0.0028
 2305.0    0.0441    2.0611    0.1071   -0.0531   -0.1042   -0.0590          -0.0434   -0.9322    0.0050    0.0180   -0.0049   -0.0028
 2310.0    0.0475    2.1961    0.1067   -0.0524   -0.1038   -0.0608          -0.0429   -0.9911    0.0049    0.0181   -0.0048   -0.0028
 2315.0    0.0510    2.3320    0.1063   -0.0518   -0.1034   -0.0625          -0.0424   -1.0510    0.0048    0.0182   -0.0046   -0.0028
 2320.0    0.0544    2.4780    0.1059   -0.0511   -0.1031   -0.0643          -0.0419   -1.1113    0.0046    0.0183   -0.0045   -0.0028
 2325.0    0.0579    2.6349    0.1055   -0.0505   -0.1027   -0.0660          -0.0414   -1.1728    0.0045    0.0183   -0.0043   -0.0028
 2330.0    0.0613    2.7931    0.1051   -0.0498   -0.1023   -0.0678          -0.0408   -1.2345    0.0043    0.0184   -0.0042   -0.0028
 2335.0    0.0648    2.9541    0.1047   -0.0492   -0.1019   -0.0695          -0.0403   -1.2979    0.0042    0.0185   -0.0041   -0.0028
 2340.0    0.0682    3.1292    0.1043   -0.0486   -0.1015   -0.0712          -0.0397   -1.3610    0.0040    0.0186   -0.0039   -0.0027
 2345.0    0.0716    3.3119    0.1040   -0.0480   -0.1011   -0.0729          -0.0391   -1.4255    0.0039    0.0187   -0.0038   -0.0027
 2350.0    0.0751    3.5000    0.1036   -0.0473   -0.1008   -0.0746          -0.0385   -1.4897    0.0037    0.0187   -0.0036   -0.0027
 2355.0    0.0786    3.7018    0.1032   -0.0467   -0.1004   -0.0764          -0.0379   -1.5556    0.0035    0.0188   -0.0034   -0.0026
 2360.0    0.0820    3.9044    0.1029   -0.0461   -0.1000   -0.0780          -0.0372   -1.6217    0.0034    0.0188   -0.0033   -0.0026
 2365.0    0.0855    4.1210    0.1025   -0.0455   -0.0997   -0.0797          -0.0366   -1.6879    0.0032    0.0189   -0.0031   -0.0025
 2370.0    0.0890    4.3359    0.1022   -0.0449   -0.0993   -0.0814          -0.0359   -1.7549    0.0031    0.0190   -0.0030   -0.0024
 2375.0    0.0925    4.5681    0.1018   -0.0444   -0.0990   -0.0831          -0.0352   -1.8221    0.0029    0.0190   -0.0028   -0.0024
 2380.0    0.0960    4.8067    0.1014   -0.0438   -0.0986   -0.0848          -0.0345   -1.8890    0.0027    0.0191   -0.0027   -0.0023
 2385.0    0.0994    5.0649    0.1011   -0.0432   -0.0983   -0.0865          -0.0338   -1.9570    0.0026    0.0191   -0.0025   -0.0022
 2390.0    0.1030    5.3204    0.1008   -0.0427   -0.0979   -0.0881          -0.0331   -2.0246    0.0024    0.0192   -0.0023   -0.0021
 2395.0    0.1065    5.5961    0.1004   -0.0421   -0.0976   -0.0898          -0.0323   -2.0935    0.0022    0.0192   -0.0022   -0.0020
 2400.0    0.1099    5.8795    0.1001   -0.0416   -0.0972   -0.0914          -0.0316   -2.1584    0.0021    0.0193   -0.0020   -0.0019
 2405.0    0.1135    6.1701    0.0997   -0.0411   -0.0969   -0.0931          -0.0308   -2.2291    0.0019    0.0193   -0.0018   -0.0018
 2410.0    0.1171    6.4720    0.0994   -0.0405   -0.0966   -0.0947          -0.0300   -2.2953    0.0017    0.0193   -0.0017   -0.0017
 2415.0    0.1205    6.7859    0.0991   -0.0400   -0.0962   -0.0963          -0.0292   -2.3627    0.0016    0.0194   -0.0015   -0.0015
 2420.0    0.1241    7.1074    0.0988   -0.0395   -0.0959   -0.0980          -0.0284   -2.4301    0.0014    0.0194   -0.0013   -0.0014
 2425.0    0.1276    7.4490    0.0984   -0.0390   -0.0956   -0.0996          -0.0275   -2.4974    0.0012    0.0194   -0.0012   -0.0012
 2430.0    0.1313    7.7904    0.0981   -0.0385   -0.0953   -0.1012          -0.0267   -2.5646    0.0010    0.0195   -0.0010   -0.0011
 2435.0    0.1347    8.1576    0.0978   -0.0380   -0.0950   -0.1028          -0.0258   -2.6271    0.0009    0.0195   -0.0008   -0.0009
 2440.0    0.1384    8.5334    0.0975   -0.0375   -0.0946   -0.1044          -0.0249   -2.6950    0.0007    0.0195   -0.0007   -0.0007
 2445.0    0.1418    8.9232    0.0972   -0.0370   -0.0943   -0.1060          -0.0240   -2.7578    0.0005    0.0195   -0.0005   -0.0006
 2450.0    0.1454    9.3218    0.0969   -0.0365   -0.0940   -0.1076          -0.0231   -2.8200    0.0003    0.0196   -0.0003   -0.0004
 2455.0    0.1491    9.7289    0.0966   -0.0361   -0.0937   -0.1092          -0.0221   -2.8815    0.0002    0.0196   -0.0002   -0.0002
 2460.0    0.1530   10.1444    0.0963   -0.0356   -0.0935   -0.1108          -0.0211   -2.9421   -0.0000    0.0196    0.0000    0.0000
 2465.0    0.1570   10.5683    0.0960   -0.0351   -0.0932   -0.1124          -0.0201   -3.0018   -0.0002    0.0195    0.0002    0.0002
 2470.0    0.1612   11.0002    0.0958   -0.0347   -0.0930   -0.1140          -0.0191   -3.0603   -0.0004    0.0195    0.0004    0.0004
 2475.0    0.1655   11.4401    0.0956   -0.0342   -0.0927   -0.1157          -0.0180   -3.1178   -0.0005    0.0195    0.0005    0.0007
 2480.0    0.1700   11.8877    0.0953   -0.0337   -0.0925   -0.1173          -0.0169   -3.1739   -0.0007    0.0194    0.0007    0.0009
 2485.0    0.1747   12.3429    0.0951   -0.0333   -0.0923   -0.1190          -0.0158   -3.2286   -0.0009    0.0194    0.0009    0.0011
 2490.0    0.1795   12.8054    0.0950   -0.0328   -0.0921   -0.1207          -0.0146   -3.2818   -0.0011    0.0193    0.0011    0.0014
 2495.0    0.1846   13.2749    0.0948   -0.0323   -0.0919   -0.1223          -0.0134   -3.3333   -0.0013    0.0192    0.0012    0.0016
 2500.0    0.1898   13.7512    0.0946   -0.0319   -0.0918   -0.1240          -0.0122   -3.3830   -0.0015    0.0191    0.0014    0.0019
