  W(MeV)      Re(E0+)     Im(E0+)    Re(E0-)   Im(E0-)     Re(M0+)    Im(M0+)    Re(M0-)    Im(M0-)    Re(E1+)   Im(E1+)     Re(E1-)   Im(E1-)    Re(M1+)    Im(M1+)    Re(M1-)    Im(M1-)    Re(E2+)    Im(E2+)     Re(E2-)   Im(E2-)    Re(M2+)     Im(M2+)    Re(M2-)    Im(M2-)     Re(E3+)   Im(E3+)     Re(E3-)   Im(E3-)    Re(M3+)    Im(M3+)    Re(M3-)    Im(M3-)     Re(E4+)   Im(E4+)     Re(E4-)   Im(E4-)    Re(M4+)    Im(M4+)    Re(M4-)    Im(M4-)     Re(E5+)   Im(E5+)     Re(E5-)   Im(E5-)    Re(M5+)    Im(M5+)    Re(M5-)    Im(M5-)                                                                                                  
 1260.0000    -9.4478    -1.8856     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.9185     0.0972     0.0000     0.0000     3.2873    -0.1667    -5.4250    -0.5460    -0.5674    -0.0118    -4.7808    -0.1633     0.3342     0.0111    -0.9939    -0.1519    -0.1843     0.0001    -0.6438    -0.0031     0.1255    -0.0000    -0.2440     0.0047    -0.0764    -0.0000    -0.2039    -0.0001     0.0362     0.0000    -0.0486    -0.0000    -0.0338     0.0000    -0.0728    -0.0000     0.0136    -0.0000    -0.0163    -0.0000
 1265.0000    -9.3320    -1.8824     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.9055     0.0993     0.0000     0.0000     3.2819    -0.1711    -5.4950    -0.6294    -0.5676    -0.0123    -4.8165    -0.1802     0.3309     0.0121    -1.0168    -0.1632    -0.1856     0.0001    -0.6492    -0.0034     0.1277    -0.0000    -0.2473     0.0053    -0.0774    -0.0000    -0.2072    -0.0002     0.0370     0.0000    -0.0499    -0.0000    -0.0346     0.0000    -0.0744    -0.0000     0.0141    -0.0000    -0.0169    -0.0000
 1270.0000    -9.2143    -1.8802     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8919     0.1012     0.0000     0.0000     3.2754    -0.1755    -5.5567    -0.7202    -0.5676    -0.0129    -4.8514    -0.1984     0.3273     0.0131    -1.0367    -0.1739    -0.1868     0.0001    -0.6542    -0.0037     0.1299    -0.0000    -0.2505     0.0058    -0.0785    -0.0000    -0.2105    -0.0002     0.0378     0.0000    -0.0512    -0.0000    -0.0353     0.0000    -0.0760    -0.0000     0.0145    -0.0000    -0.0174    -0.0000
 1275.0000    -9.1103    -1.8797     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8779     0.1031     0.0000     0.0000     3.2679    -0.1797    -5.6146    -0.8195    -0.5674    -0.0135    -4.8856    -0.2181     0.3234     0.0141    -1.0538    -0.1842    -0.1879     0.0001    -0.6594    -0.0041     0.1321    -0.0000    -0.2538     0.0063    -0.0795    -0.0000    -0.2136    -0.0002     0.0386     0.0000    -0.0524    -0.0000    -0.0359     0.0000    -0.0775    -0.0000     0.0150    -0.0000    -0.0179    -0.0000
 1280.0000    -9.0118    -1.8793     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8637     0.1049     0.0000     0.0000     3.2597    -0.1838    -5.6685    -0.9270    -0.5671    -0.0141    -4.9232    -0.2392     0.3191     0.0152    -1.0687    -0.1942    -0.1889     0.0001    -0.6636    -0.0044     0.1341    -0.0000    -0.2567     0.0068    -0.0804    -0.0000    -0.2166    -0.0002     0.0394     0.0000    -0.0537    -0.0001    -0.0366     0.0000    -0.0789    -0.0000     0.0154    -0.0000    -0.0184    -0.0000
 1285.0000    -8.9110    -1.8814     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8491     0.1066     0.0000     0.0000     3.2507    -0.1877    -5.7186    -1.0437    -0.5661    -0.0147    -4.9565    -0.2619     0.3143     0.0163    -1.0801    -0.2041    -0.1898     0.0001    -0.6680    -0.0048     0.1361    -0.0001    -0.2597     0.0072    -0.0813    -0.0000    -0.2195    -0.0002     0.0401     0.0000    -0.0549    -0.0001    -0.0372     0.0000    -0.0803    -0.0000     0.0159    -0.0000    -0.0190    -0.0000
 1290.0000    -8.8229    -1.8844     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8343     0.1081     0.0000     0.0000     3.2411    -0.1916    -5.7563    -1.1694    -0.5654    -0.0153    -4.9934    -0.2862     0.3095     0.0175    -1.0895    -0.2139    -0.1907     0.0001    -0.6715    -0.0052     0.1380    -0.0001    -0.2624     0.0077    -0.0821    -0.0000    -0.2223    -0.0003     0.0409     0.0000    -0.0560    -0.0001    -0.0378     0.0000    -0.0817    -0.0000     0.0163    -0.0000    -0.0195    -0.0000
 1295.0000    -8.7398    -1.8891     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8192     0.1096     0.0000     0.0000     3.2307    -0.1952    -5.7861    -1.3044    -0.5647    -0.0159    -5.0300    -0.3122     0.3044     0.0186    -1.0966    -0.2237    -0.1914     0.0001    -0.6753    -0.0056     0.1399    -0.0001    -0.2651     0.0081    -0.0829    -0.0000    -0.2250    -0.0003     0.0416     0.0000    -0.0572    -0.0001    -0.0384     0.0000    -0.0830    -0.0000     0.0167    -0.0000    -0.0200    -0.0000
 1300.0000    -8.6539    -1.8946     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.8038     0.1110     0.0000     0.0000     3.2195    -0.1988    -5.8080    -1.4485    -0.5637    -0.0165    -5.0662    -0.3399     0.2991     0.0198    -1.1018    -0.2338    -0.1921     0.0001    -0.6787    -0.0060     0.1417    -0.0001    -0.2678     0.0084    -0.0837    -0.0000    -0.2276    -0.0003     0.0422     0.0000    -0.0584    -0.0001    -0.0390     0.0000    -0.0842    -0.0000     0.0171    -0.0000    -0.0205    -0.0000
 1305.0000    -8.5799    -1.9025     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7883     0.1122     0.0000     0.0000     3.2078    -0.2022    -5.8182    -1.6016    -0.5627    -0.0171    -5.1023    -0.3696     0.2935     0.0210    -1.1047    -0.2441    -0.1928     0.0001    -0.6818    -0.0065     0.1435    -0.0001    -0.2704     0.0088    -0.0844    -0.0000    -0.2301    -0.0004     0.0429     0.0000    -0.0595    -0.0001    -0.0396     0.0000    -0.0854    -0.0000     0.0175    -0.0000    -0.0210    -0.0000
 1310.0000    -8.5104    -1.9113     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7725     0.1134     0.0000     0.0000     3.1955    -0.2055    -5.8127    -1.7630    -0.5615    -0.0177    -5.1386    -0.4013     0.2876     0.0222    -1.1053    -0.2548    -0.1933     0.0001    -0.6846    -0.0070     0.1452    -0.0001    -0.2729     0.0091    -0.0851    -0.0000    -0.2325    -0.0004     0.0435     0.0000    -0.0606    -0.0001    -0.0401     0.0000    -0.0866    -0.0000     0.0179    -0.0000    -0.0215    -0.0000
 1315.0000    -8.4450    -1.9224     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7565     0.1144     0.0000     0.0000     3.1824    -0.2086    -5.7921    -1.9321    -0.5603    -0.0183    -5.1750    -0.4351     0.2815     0.0235    -1.1042    -0.2659    -0.1939     0.0001    -0.6871    -0.0075     0.1468    -0.0001    -0.2753     0.0094    -0.0857    -0.0000    -0.2348    -0.0004     0.0441     0.0000    -0.0617    -0.0001    -0.0406     0.0000    -0.0877    -0.0000     0.0183    -0.0000    -0.0220    -0.0000
 1320.0000    -8.3835    -1.9343     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7404     0.1154     0.0000     0.0000     3.1690    -0.2116    -5.7527    -2.1071    -0.5589    -0.0190    -5.2155    -0.4709     0.2751     0.0247    -1.1015    -0.2774    -0.1943     0.0001    -0.6893    -0.0080     0.1484    -0.0001    -0.2776     0.0097    -0.0863    -0.0000    -0.2371    -0.0005     0.0447     0.0000    -0.0627    -0.0001    -0.0411     0.0000    -0.0888    -0.0000     0.0187    -0.0000    -0.0224    -0.0000
 1325.0000    -8.3261    -1.9486     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7242     0.1163     0.0000     0.0000     3.1549    -0.2145    -5.6952    -2.2864    -0.5575    -0.0196    -5.2520    -0.5094     0.2685     0.0260    -1.0975    -0.2896    -0.1947     0.0001    -0.6918    -0.0086     0.1499    -0.0001    -0.2802     0.0100    -0.0869    -0.0001    -0.2393    -0.0005     0.0452     0.0000    -0.0638    -0.0001    -0.0416     0.0000    -0.0898    -0.0000     0.0191    -0.0000    -0.0229    -0.0000
 1330.0000    -8.2653    -1.9652     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.7079     0.1170     0.0000     0.0000     3.1406    -0.2171    -5.6162    -2.4680    -0.5559    -0.0202    -5.2933    -0.5508     0.2616     0.0273    -1.0915    -0.3024    -0.1950     0.0001    -0.6934    -0.0091     0.1514    -0.0001    -0.2824     0.0102    -0.0874    -0.0001    -0.2413    -0.0006     0.0458     0.0000    -0.0648    -0.0001    -0.0420     0.0000    -0.0908    -0.0000     0.0195    -0.0000    -0.0234    -0.0000
 1335.0000    -8.2151    -1.9834     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6916     0.1176     0.0000     0.0000     3.1256    -0.2197    -5.5165    -2.6488    -0.5543    -0.0209    -5.3349    -0.5951     0.2545     0.0286    -1.0842    -0.3158    -0.1953     0.0001    -0.6954    -0.0098     0.1528    -0.0001    -0.2848     0.0105    -0.0879    -0.0001    -0.2434    -0.0006     0.0463     0.0000    -0.0658    -0.0002    -0.0424     0.0000    -0.0918    -0.0000     0.0199    -0.0000    -0.0238    -0.0000
 1340.0000    -8.1686    -2.0039     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6750     0.1182     0.0000     0.0000     3.1101    -0.2221    -5.3894    -2.8254    -0.5526    -0.0216    -5.3771    -0.6422     0.2471     0.0299    -1.0758    -0.3300    -0.1956     0.0001    -0.6970    -0.0104     0.1541    -0.0001    -0.2872     0.0107    -0.0884    -0.0001    -0.2453    -0.0007     0.0468     0.0000    -0.0668    -0.0002    -0.0429     0.0000    -0.0927    -0.0000     0.0203    -0.0000    -0.0243    -0.0000
 1345.0000    -8.1254    -2.0260     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6585     0.1186     0.0000     0.0000     3.0943    -0.2244    -5.2434    -2.9939    -0.5508    -0.0222    -5.4201    -0.6930     0.2395     0.0312    -1.0658    -0.3451    -0.1958     0.0001    -0.6978    -0.0111     0.1554    -0.0001    -0.2892     0.0109    -0.0889    -0.0001    -0.2472    -0.0007     0.0472     0.0000    -0.0678    -0.0002    -0.0433     0.0000    -0.0936    -0.0000     0.0206    -0.0000    -0.0248    -0.0000
 1350.0000    -8.0856    -2.0511     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6420     0.1190     0.0000     0.0000     3.0780    -0.2266    -5.0720    -3.1505    -0.5489    -0.0229    -5.4680    -0.7476     0.2316     0.0326    -1.0546    -0.3608    -0.1959     0.0001    -0.6990    -0.0118     0.1567    -0.0001    -0.2915     0.0111    -0.0893    -0.0001    -0.2490    -0.0008     0.0477     0.0000    -0.0688    -0.0002    -0.0436     0.0000    -0.0945    -0.0000     0.0210    -0.0000    -0.0252    -0.0000
 1355.0000    -8.0490    -2.0779     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6255     0.1192     0.0000     0.0000     3.0615    -0.2286    -4.8763    -3.2910    -0.5470    -0.0236    -5.5129    -0.8064     0.2235     0.0339    -1.0424    -0.3774    -0.1961     0.0001    -0.7005    -0.0126     0.1579    -0.0001    -0.2941     0.0113    -0.0897    -0.0001    -0.2508    -0.0008     0.0481     0.0000    -0.0697    -0.0002    -0.0440     0.0000    -0.0953    -0.0000     0.0213    -0.0000    -0.0256    -0.0000
 1360.0000    -8.0088    -2.1079     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.6089     0.1193     0.0000     0.0000     3.0445    -0.2304    -4.6686    -3.4116    -0.5450    -0.0243    -5.5629    -0.8696     0.2151     0.0352    -1.0289    -0.3947    -0.1961     0.0001    -0.7012    -0.0134     0.1590    -0.0001    -0.2963     0.0115    -0.0901    -0.0001    -0.2525    -0.0009     0.0485     0.0000    -0.0707    -0.0002    -0.0444     0.0000    -0.0961    -0.0000     0.0217    -0.0000    -0.0261    -0.0000
 1365.0000    -7.9787    -2.1402     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5924     0.1194     0.0000     0.0000     3.0273    -0.2322    -4.4423    -3.5095    -0.5434    -0.0251    -5.6102    -0.9376     0.2065     0.0366    -1.0144    -0.4128    -0.1962     0.0001    -0.7016    -0.0142     0.1601    -0.0001    -0.2985     0.0116    -0.0904    -0.0001    -0.2541    -0.0010     0.0489     0.0000    -0.0716    -0.0002    -0.0447     0.0000    -0.0968    -0.0000     0.0220    -0.0000    -0.0265    -0.0000
 1370.0000    -7.9516    -2.1757     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5759     0.1193     0.0000     0.0000     3.0096    -0.2337    -4.2057    -3.5817    -0.5412    -0.0258    -5.6630    -1.0109     0.1975     0.0379    -0.9985    -0.4317    -0.1962     0.0001    -0.7023    -0.0151     0.1612    -0.0001    -0.3010     0.0118    -0.0907    -0.0001    -0.2557    -0.0010     0.0492     0.0000    -0.0725    -0.0003    -0.0450     0.0000    -0.0976    -0.0000     0.0224    -0.0000    -0.0269    -0.0000
 1375.0000    -7.9208    -2.2144     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5594     0.1191     0.0000     0.0000     2.9914    -0.2352    -3.9630    -3.6295    -0.5390    -0.0266    -5.7134    -1.0904     0.1882     0.0392    -0.9821    -0.4515    -0.1962     0.0001    -0.7022    -0.0160     0.1622    -0.0001    -0.3032     0.0119    -0.0910    -0.0001    -0.2572    -0.0011     0.0495     0.0000    -0.0734    -0.0003    -0.0453     0.0000    -0.0982    -0.0000     0.0227    -0.0000    -0.0273    -0.0000
 1380.0000    -7.9001    -2.2557     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5430     0.1188     0.0000     0.0000     2.9731    -0.2365    -3.7182    -3.6498    -0.5373    -0.0273    -5.7656    -1.1760     0.1787     0.0406    -0.9647    -0.4719    -0.1961     0.0001    -0.7025    -0.0169     0.1632    -0.0001    -0.3058     0.0121    -0.0913    -0.0001    -0.2587    -0.0012     0.0499     0.0000    -0.0742    -0.0003    -0.0456     0.0000    -0.0989    -0.0000     0.0230    -0.0000    -0.0277    -0.0000
 1385.0000    -7.8757    -2.3012     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5268     0.1184     0.0000     0.0000     2.9546    -0.2378    -3.4752    -3.6436    -0.5350    -0.0281    -5.8236    -1.2691     0.1688     0.0418    -0.9460    -0.4931    -0.1961     0.0001    -0.7025    -0.0179     0.1641    -0.0001    -0.3083     0.0121    -0.0916    -0.0001    -0.2602    -0.0013     0.0501     0.0000    -0.0751    -0.0003    -0.0459     0.0000    -0.0995    -0.0000     0.0233    -0.0000    -0.0282    -0.0000
 1390.0000    -7.8547    -2.3501     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.5104     0.1179     0.0000     0.0000     2.9354    -0.2388    -3.2416    -3.6188    -0.5331    -0.0289    -5.8797    -1.3702     0.1586     0.0431    -0.9266    -0.5153    -0.1959     0.0001    -0.7029    -0.0190     0.1649    -0.0001    -0.3113     0.0122    -0.0918    -0.0001    -0.2616    -0.0014     0.0504     0.0001    -0.0760    -0.0004    -0.0462     0.0000    -0.1001    -0.0000     0.0236    -0.0000    -0.0286    -0.0000
 1395.0000    -7.8370    -2.4033     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4944     0.1173     0.0000     0.0000     2.9164    -0.2398    -3.0167    -3.5696    -0.5311    -0.0298    -5.9342    -1.4799     0.1481     0.0443    -0.9068    -0.5385    -0.1958     0.0001    -0.7025    -0.0201     0.1658    -0.0001    -0.3138     0.0122    -0.0920    -0.0001    -0.2629    -0.0014     0.0506     0.0001    -0.0768    -0.0004    -0.0465     0.0000    -0.1007    -0.0000     0.0239    -0.0000    -0.0289    -0.0000
 1400.0000    -7.8226    -2.4610     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4784     0.1166     0.0000     0.0000     2.8970    -0.2406    -2.8043    -3.5037    -0.5287    -0.0306    -5.9951    -1.5993     0.1372     0.0455    -0.8855    -0.5626    -0.1957     0.0001    -0.7025    -0.0212     0.1665    -0.0001    -0.3168     0.0122    -0.0922    -0.0001    -0.2642    -0.0015     0.0509     0.0001    -0.0776    -0.0004    -0.0467     0.0000    -0.1013    -0.0000     0.0242    -0.0000    -0.0293    -0.0000
 1405.0000    -7.8120    -2.5240     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4624     0.1158     0.0000     0.0000     2.8771    -0.2413    -2.6053    -3.4252    -0.5266    -0.0315    -6.0507    -1.7297     0.1259     0.0466    -0.8642    -0.5877    -0.1955     0.0001    -0.7015    -0.0224     0.1673    -0.0001    -0.3194     0.0122    -0.0924    -0.0001    -0.2655    -0.0016     0.0511     0.0001    -0.0784    -0.0004    -0.0469     0.0000    -0.1018    -0.0000     0.0245    -0.0000    -0.0297    -0.0000
 1410.0000    -7.7987    -2.5919     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4466     0.1149     0.0000     0.0000     2.8571    -0.2418    -2.4210    -3.3316    -0.5245    -0.0324    -6.1091    -1.8719     0.1143     0.0476    -0.8420    -0.6139    -0.1953     0.0001    -0.7010    -0.0237     0.1680    -0.0001    -0.3224     0.0121    -0.0926    -0.0001    -0.2667    -0.0017     0.0512     0.0001    -0.0792    -0.0005    -0.0472     0.0000    -0.1023    -0.0000     0.0248    -0.0000    -0.0301    -0.0000
 1415.0000    -7.7895    -2.6657     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4309     0.1138     0.0000     0.0000     2.8368    -0.2423    -2.2515    -3.2329    -0.5224    -0.0334    -6.1667    -2.0278     0.1022     0.0486    -0.8179    -0.6413    -0.1951     0.0001    -0.7002    -0.0250     0.1686    -0.0000    -0.3254     0.0119    -0.0927    -0.0001    -0.2679    -0.0018     0.0514     0.0001    -0.0800    -0.0005    -0.0474     0.0000    -0.1027    -0.0000     0.0251    -0.0000    -0.0305    -0.0000
 1420.0000    -7.7846    -2.7464     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4154     0.1127     0.0000     0.0000     2.8164    -0.2426    -2.0963    -3.1265    -0.5202    -0.0343    -6.2234    -2.1986     0.0897     0.0494    -0.7931    -0.6699    -0.1948     0.0000    -0.6998    -0.0263     0.1693    -0.0000    -0.3289     0.0117    -0.0929    -0.0001    -0.2691    -0.0019     0.0515     0.0001    -0.0808    -0.0005    -0.0476     0.0000    -0.1032    -0.0000     0.0254    -0.0000    -0.0309    -0.0000
 1425.0000    -7.7783    -2.8347     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.4000     0.1114     0.0000     0.0000     2.7955    -0.2428    -1.9553    -3.0161    -0.5179    -0.0353    -6.2757    -2.3860     0.0768     0.0501    -0.7672    -0.7003    -0.1945     0.0000    -0.6986    -0.0278     0.1698    -0.0000    -0.3320     0.0114    -0.0930    -0.0001    -0.2702    -0.0021     0.0517     0.0001    -0.0815    -0.0006    -0.0478     0.0000    -0.1036    -0.0000     0.0257    -0.0000    -0.0312    -0.0000
 1430.0000    -7.7776    -2.9321     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3849     0.1101     0.0000     0.0000     2.7746    -0.2429    -1.8276    -2.9018    -0.5156    -0.0364    -6.3234    -2.5918     0.0634     0.0507    -0.7391    -0.7314    -0.1943     0.0000    -0.6977    -0.0293     0.1703    -0.0000    -0.3356     0.0111    -0.0931    -0.0001    -0.2713    -0.0022     0.0518     0.0001    -0.0823    -0.0006    -0.0480     0.0000    -0.1040    -0.0000     0.0259    -0.0000    -0.0316    -0.0000
 1435.0000    -7.7767    -3.0383     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3698     0.1086     0.0000     0.0000     2.7534    -0.2429    -1.7122    -2.7892    -0.5133    -0.0374    -6.3666    -2.8177     0.0496     0.0511    -0.7088    -0.7646    -0.1940     0.0000    -0.6965    -0.0309     0.1708    -0.0000    -0.3391     0.0107    -0.0932    -0.0001    -0.2723    -0.0023     0.0518     0.0001    -0.0830    -0.0006    -0.0481     0.0000    -0.1044    -0.0000     0.0262    -0.0000    -0.0320    -0.0000
 1440.0000    -7.7827    -3.1569     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3550     0.1070     0.0000     0.0000     2.7320    -0.2428    -1.6077    -2.6764    -0.5113    -0.0385    -6.3974    -3.0665     0.0352     0.0513    -0.6775    -0.7986    -0.1937     0.0000    -0.6958    -0.0325     0.1713    -0.0000    -0.3432     0.0102    -0.0933    -0.0001    -0.2734    -0.0024     0.0519     0.0001    -0.0838    -0.0007    -0.0483     0.0001    -0.1048    -0.0000     0.0264    -0.0000    -0.0323    -0.0000
 1445.0000    -7.7907    -3.2887     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3403     0.1053     0.0000     0.0000     2.7103    -0.2425    -1.5140    -2.5655    -0.5088    -0.0397    -6.4155    -3.3396     0.0203     0.0514    -0.6427    -0.8345    -0.1933     0.0000    -0.6941    -0.0343     0.1717    -0.0000    -0.3469     0.0097    -0.0933    -0.0001    -0.2744    -0.0025     0.0519     0.0001    -0.0845    -0.0007    -0.0484     0.0001    -0.1051    -0.0000     0.0267    -0.0000    -0.0327    -0.0000
 1450.0000    -7.8022    -3.4368     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3257     0.1034     0.0000     0.0000     2.6882    -0.2422    -1.4293    -2.4566    -0.5063    -0.0409    -6.4161    -3.6390     0.0049     0.0512    -0.6044    -0.8717    -0.1930    -0.0000    -0.6929    -0.0361     0.1721     0.0000    -0.3510     0.0090    -0.0934    -0.0001    -0.2753    -0.0027     0.0520     0.0001    -0.0852    -0.0007    -0.0486     0.0001    -0.1054    -0.0000     0.0269    -0.0000    -0.0330    -0.0000
 1455.0000    -7.8129    -3.6055     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.3114     0.1015     0.0000     0.0000     2.6661    -0.2418    -1.3528    -2.3506    -0.5042    -0.0421    -6.3946    -3.9659    -0.0111     0.0507    -0.5618    -0.9096    -0.1926    -0.0000    -0.6914    -0.0380     0.1724     0.0000    -0.3552     0.0083    -0.0934    -0.0001    -0.2763    -0.0028     0.0520     0.0001    -0.0859    -0.0008    -0.0487     0.0001    -0.1057    -0.0001     0.0272    -0.0000    -0.0334    -0.0000
 1460.0000    -7.8320    -3.7991     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2974     0.0994     0.0000     0.0000     2.6440    -0.2413    -1.2836    -2.2478    -0.5020    -0.0434    -6.3413    -4.3212    -0.0277     0.0500    -0.5151    -0.9480    -0.1923    -0.0000    -0.6896    -0.0400     0.1727     0.0000    -0.3595     0.0074    -0.0934    -0.0001    -0.2772    -0.0030     0.0519     0.0001    -0.0866    -0.0008    -0.0489     0.0001    -0.1060    -0.0001     0.0274    -0.0000    -0.0337    -0.0000
 1465.0000    -7.8553    -4.0268     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2834     0.0972     0.0000     0.0000     2.6212    -0.2407    -1.2213    -2.1486    -0.4994    -0.0448    -6.2505    -4.7040    -0.0448     0.0490    -0.4627    -0.9856    -0.1919    -0.0000    -0.6882    -0.0421     0.1730     0.0000    -0.3643     0.0065    -0.0934    -0.0002    -0.2781    -0.0031     0.0519     0.0001    -0.0873    -0.0009    -0.0490     0.0001    -0.1063    -0.0001     0.0276    -0.0000    -0.0341    -0.0000
 1470.0000    -7.8848    -4.2999     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2698     0.0949     0.0000     0.0000     2.5986    -0.2400    -1.1648    -2.0529    -0.4971    -0.0462    -6.1116    -5.1121    -0.0626     0.0476    -0.4047    -1.0230    -0.1915    -0.0001    -0.6865    -0.0443     0.1732     0.0001    -0.3693     0.0053    -0.0935    -0.0002    -0.2790    -0.0032     0.0518     0.0001    -0.0879    -0.0009    -0.0491     0.0001    -0.1065    -0.0001     0.0279    -0.0000    -0.0344    -0.0000
 1475.0000    -7.9221    -4.6421     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2563     0.0924     0.0000     0.0000     2.5755    -0.2392    -1.1134    -1.9611    -0.4947    -0.0476    -5.9158    -5.5434    -0.0811     0.0458    -0.3379    -1.0556    -0.1911    -0.0001    -0.6845    -0.0467     0.1734     0.0001    -0.3743     0.0041    -0.0934    -0.0002    -0.2798    -0.0034     0.0518     0.0001    -0.0886    -0.0010    -0.0492     0.0001    -0.1067    -0.0001     0.0281    -0.0000    -0.0348    -0.0000
 1480.0000    -7.9667    -5.0998     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2430     0.0898     0.0000     0.0000     2.5523    -0.2384    -1.0664    -1.8730    -0.4923    -0.0491    -5.6479    -5.9834    -0.1002     0.0435    -0.2659    -1.0851    -0.1906    -0.0001    -0.6829    -0.0492     0.1735     0.0001    -0.3798     0.0026    -0.0934    -0.0002    -0.2807    -0.0036     0.0517     0.0001    -0.0892    -0.0010    -0.0493     0.0001    -0.1069    -0.0001     0.0283    -0.0000    -0.0351    -0.0000
 1485.0000    -8.0150    -5.8302     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2299     0.0871     0.0000     0.0000     2.5288    -0.2375    -1.0236    -1.7886    -0.4898    -0.0507    -5.3009    -6.4196    -0.1202     0.0407    -0.1856    -1.1095    -0.1902    -0.0001    -0.6810    -0.0518     0.1736     0.0001    -0.3855     0.0010    -0.0934    -0.0002    -0.2815    -0.0037     0.0515     0.0001    -0.0899    -0.0011    -0.0494     0.0001    -0.1071    -0.0001     0.0285    -0.0000    -0.0354    -0.0000
 1490.0000    -7.1372    -6.7945     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2170     0.0843     0.0000     0.0000     2.5050    -0.2366    -0.9845    -1.7079    -0.4873    -0.0524    -4.8645    -6.8384    -0.1412     0.0374    -0.0988    -1.1229    -0.1899    -0.0001    -0.6788    -0.0546     0.1738     0.0001    -0.3912    -0.0008    -0.0934    -0.0002    -0.2823    -0.0039     0.0514     0.0001    -0.0905    -0.0011    -0.0495     0.0001    -0.1073    -0.0001     0.0287    -0.0000    -0.0358    -0.0000
 1495.0000    -6.3421    -7.0496     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.2045     0.0813     0.0000     0.0000     2.4812    -0.2356    -0.9484    -1.6308    -0.4847    -0.0541    -4.3366    -7.2152    -0.1626     0.0333    -0.0067    -1.1246    -0.1894    -0.0001    -0.6770    -0.0575     0.1738     0.0001    -0.3975    -0.0027    -0.0933    -0.0002    -0.2830    -0.0041     0.0513     0.0001    -0.0912    -0.0012    -0.0496     0.0001    -0.1075    -0.0001     0.0289    -0.0000    -0.0361    -0.0000
 1500.0000    -5.5965    -7.1848     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -1.1919     0.0782     0.0000     0.0000     2.4569    -0.2347    -0.9151    -1.5573    -0.4820    -0.0560    -3.7201    -7.5187    -0.1851     0.0286     0.0872    -1.1129    -0.1889    -0.0002    -0.6748    -0.0605     0.1738     0.0001    -0.4040    -0.0050    -0.0933    -0.0002    -0.2838    -0.0043     0.0511     0.0001    -0.0918    -0.0013    -0.0496     0.0001    -0.1076    -0.0001     0.0291    -0.0001    -0.0364    -0.0000
