  W(MeV)      Re(E0+)     Im(E0+)    Re(E0-)   Im(E0-)     Re(M0+)    Im(M0+)    Re(M0-)    Im(M0-)    Re(E1+)   Im(E1+)     Re(E1-)   Im(E1-)    Re(M1+)    Im(M1+)    Re(M1-)    Im(M1-)    Re(E2+)   Im(E2+)     Re(E2-)   Im(E2-)     Re(M2+)     Im(M2+)    Re(M2-)    Im(M2-)     Re(E3+)   Im(E3+)     Re(E3-)   Im(E3-)    Re(M3+)    Im(M3+)    Re(M3-)    Im(M3-)     Re(E4+)   Im(E4+)     Re(E4-)   Im(E4-)    Re(M4+)    Im(M4+)    Re(M4-)    Im(M4-)     Re(E5+)   Im(E5+)     Re(E5-)   Im(E5-)    Re(M5+)    Im(M5+)    Re(M5-)    Im(M5-)                                                                                                  
 1230.0000    14.3596     0.4087     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8569     0.3237     0.0000     0.0000    -3.4195   -17.9996     6.1757    -0.0920     0.8327     0.0061     5.9169     0.0719    -0.4162    -0.0055     0.9608     0.0450     0.2599     0.0002     0.9725    -0.0093    -0.1406    -0.0000     0.2436    -0.0004     0.1028     0.0000     0.2676     0.0001    -0.0462     0.0000     0.0522     0.0000     0.0434     0.0000     0.0934     0.0000    -0.0156     0.0000     0.0194     0.0000
 1235.0000    14.1682     0.3830     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8187     0.2290     0.0000     0.0000    -1.8693   -17.4341     6.2284    -0.0701     0.8354     0.0065     5.9840     0.0746    -0.4148    -0.0059     0.9924     0.0571     0.2629     0.0003     0.9835    -0.0135    -0.1455     0.0000     0.2494    -0.0008     0.1050     0.0000     0.2737     0.0001    -0.0477     0.0000     0.0548     0.0000     0.0447     0.0000     0.0962     0.0000    -0.0163     0.0000     0.0202     0.0000
 1240.0000    13.9856     0.3609     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.7967     0.1372     0.0000     0.0000    -0.5315   -16.6737     6.2808    -0.0441     0.8380     0.0068     6.0479     0.0790    -0.4133    -0.0065     1.0226     0.0684     0.2657     0.0003     0.9935    -0.0175    -0.1506     0.0000     0.2549    -0.0011     0.1071     0.0000     0.2794     0.0001    -0.0492     0.0000     0.0575     0.0000     0.0460     0.0000     0.0991     0.0000    -0.0169     0.0000     0.0211     0.0000
 1245.0000    13.8204     0.3408     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.7883     0.0513     0.0000     0.0000     0.5828   -15.7891     6.3336    -0.0136     0.8404     0.0072     6.1114     0.0852    -0.4114    -0.0069     1.0519     0.0791     0.2683     0.0003     1.0023    -0.0214    -0.1555     0.0000     0.2603    -0.0014     0.1090     0.0000     0.2850     0.0001    -0.0507     0.0000     0.0602     0.0000     0.0472     0.0000     0.1018     0.0000    -0.0176     0.0000     0.0219     0.0000
 1250.0000    13.6551     0.3216     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.7905    -0.0267     0.0000     0.0000     1.4823   -14.8403     6.3832     0.0219     0.8423     0.0076     6.1721     0.0931    -0.4091    -0.0075     1.0796     0.0893     0.2708     0.0003     1.0102    -0.0251    -0.1605     0.0001     0.2655    -0.0017     0.1108     0.0000     0.2904     0.0001    -0.0520     0.0000     0.0628     0.0000     0.0484     0.0000     0.1045     0.0000    -0.0182     0.0000     0.0227     0.0000
 1255.0000    13.4980     0.3062     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8003    -0.0963     0.0000     0.0000     2.1876   -13.8733     6.4298     0.0626     0.8439     0.0080     6.2328     0.1025    -0.4063    -0.0080     1.1062     0.0990     0.2731     0.0003     1.0171    -0.0285    -0.1654     0.0001     0.2706    -0.0020     0.1126     0.0000     0.2955     0.0001    -0.0534     0.0000     0.0655     0.0000     0.0496     0.0000     0.1071     0.0000    -0.0188     0.0000     0.0236     0.0000
 1260.0000    13.3486     0.2914     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8152    -0.1572     0.0000     0.0000     2.7248   -12.9211     6.4738     0.1093     0.8447     0.0083     6.2945     0.1136    -0.4029    -0.0086     1.1315     0.1085     0.2752     0.0003     1.0233    -0.0318    -0.1704     0.0002     0.2754    -0.0023     0.1143     0.0000     0.3005     0.0001    -0.0548     0.0000     0.0682     0.0000     0.0507     0.0000     0.1096     0.0000    -0.0194     0.0000     0.0244     0.0000
 1265.0000    13.2137     0.2787     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8335    -0.2100     0.0000     0.0000     3.1204   -12.0050     6.5183     0.1623     0.8456     0.0086     6.3529     0.1264    -0.3994    -0.0091     1.1551     0.1176     0.2771     0.0003     1.0288    -0.0349    -0.1753     0.0002     0.2802    -0.0026     0.1159     0.0000     0.3052     0.0002    -0.0561     0.0000     0.0708     0.0000     0.0519     0.0000     0.1120     0.0000    -0.0200     0.0000     0.0252     0.0000
 1270.0000    13.0781     0.2679     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8535    -0.2553     0.0000     0.0000     3.3999   -11.1381     6.5571     0.2217     0.8463     0.0090     6.4124     0.1407    -0.3957    -0.0097     1.1774     0.1264     0.2789     0.0004     1.0337    -0.0377    -0.1803     0.0003     0.2847    -0.0028     0.1175     0.0000     0.3098     0.0002    -0.0573     0.0000     0.0734     0.0000     0.0529     0.0000     0.1144     0.0000    -0.0207     0.0000     0.0260     0.0000
 1275.0000    12.9567     0.2591     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8741    -0.2941     0.0000     0.0000     3.5859   -10.3266     6.5933     0.2887     0.8467     0.0095     6.4687     0.1568    -0.3916    -0.0103     1.1980     0.1351     0.2805     0.0004     1.0387    -0.0401    -0.1853     0.0004     0.2893    -0.0031     0.1190     0.0000     0.3142     0.0002    -0.0587     0.0000     0.0759     0.0001     0.0539     0.0000     0.1166     0.0000    -0.0213     0.0000     0.0267     0.0000
 1280.0000    12.8413     0.2511     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.8946    -0.3270     0.0000     0.0000     3.6969    -9.5726     6.6275     0.3631     0.8468     0.0098     6.5299     0.1745    -0.3871    -0.0109     1.2179     0.1438     0.2820     0.0004     1.0426    -0.0424    -0.1902     0.0004     0.2937    -0.0033     0.1203     0.0000     0.3183     0.0002    -0.0599     0.0000     0.0785     0.0001     0.0549     0.0000     0.1188     0.0000    -0.0218     0.0000     0.0275     0.0000
 1285.0000    12.7243     0.2465     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9144    -0.3548     0.0000     0.0000     3.7489    -8.8757     6.6593     0.4459     0.8463     0.0102     6.5846     0.1939    -0.3821    -0.0115     1.2354     0.1526     0.2833     0.0004     1.0468    -0.0444    -0.1951     0.0005     0.2980    -0.0035     0.1216     0.0000     0.3224     0.0002    -0.0611     0.0000     0.0810     0.0001     0.0558     0.0000     0.1210     0.0000    -0.0225     0.0000     0.0283     0.0001
 1290.0000    12.6197     0.2420     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9333    -0.3782     0.0000     0.0000     3.7548    -8.2332     6.6822     0.5372     0.8460     0.0106     6.6419     0.2153    -0.3771    -0.0121     1.2520     0.1615     0.2847     0.0005     1.0498    -0.0461    -0.2000     0.0006     0.3021    -0.0037     0.1229     0.0000     0.3262     0.0003    -0.0623     0.0000     0.0834     0.0001     0.0568     0.0000     0.1230     0.0000    -0.0230     0.0000     0.0291     0.0001
 1295.0000    12.5209     0.2399     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9509    -0.3978     0.0000     0.0000     3.7249    -7.6420     6.6998     0.6377     0.8455     0.0110     6.7008     0.2385    -0.3718    -0.0127     1.2676     0.1705     0.2857     0.0005     1.0533    -0.0477    -0.2048     0.0007     0.3062    -0.0039     0.1241     0.0000     0.3299     0.0003    -0.0634     0.0000     0.0857     0.0001     0.0576     0.0000     0.1250     0.0000    -0.0236     0.0000     0.0298     0.0001
 1300.0000    12.4190     0.2394     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9671    -0.4142     0.0000     0.0000     3.6675    -7.0981     6.7124     0.7472     0.8448     0.0114     6.7563     0.2637    -0.3664    -0.0133     1.2820     0.1799     0.2868     0.0005     1.0566    -0.0490    -0.2097     0.0007     0.3103    -0.0040     0.1252     0.0000     0.3335     0.0003    -0.0644     0.0000     0.0881     0.0001     0.0585     0.0000     0.1269     0.0000    -0.0241     0.0000     0.0305     0.0001
 1305.0000    12.3296     0.2412     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9819    -0.4277     0.0000     0.0000     3.5890    -6.5978     6.7170     0.8662     0.8440     0.0118     6.8135     0.2913    -0.3606    -0.0139     1.2951     0.1896     0.2877     0.0006     1.0597    -0.0501    -0.2146     0.0008     0.3142    -0.0041     0.1263     0.0000     0.3369     0.0004    -0.0655     0.0000     0.0903     0.0001     0.0594     0.0000     0.1287     0.0000    -0.0247     0.0000     0.0313     0.0001
 1310.0000    12.2445     0.2439     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     1.9952    -0.4388     0.0000     0.0000     3.4948    -6.1372     6.7100     0.9944     0.8429     0.0122     6.8680     0.3212    -0.3546    -0.0145     1.3066     0.1998     0.2885     0.0006     1.0625    -0.0510    -0.2194     0.0009     0.3181    -0.0043     0.1273     0.0000     0.3401     0.0004    -0.0666     0.0000     0.0925     0.0001     0.0602     0.0000     0.1305     0.0000    -0.0252     0.0000     0.0320     0.0001
 1315.0000    12.1641     0.2489     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     2.0072    -0.4478     0.0000     0.0000     3.3889    -5.7127     6.6916     1.1317     0.8417     0.0126     6.9241     0.3534    -0.3484    -0.0151     1.3174     0.2105     0.2894     0.0006     1.0652    -0.0518    -0.2242     0.0009     0.3219    -0.0043     0.1282     0.0000     0.3432     0.0004    -0.0675     0.0000     0.0946     0.0001     0.0609     0.0000     0.1322     0.0000    -0.0257     0.0000     0.0327     0.0001
